tbl;Year;quarter;citymarketid;city;markets;cur_passengers;cur_fare;cur_yield;distance;ly_passengers;ly_fare;ly_yield;ly_distance;Geocoded_City;tbl2pk
Table 2;1998;3;30158;Atlantic City, NJ;8;132,850;88.71;11.14;796.2;125,710;86.95;13.39;649.3;"Atlantic City, NJ
(33.748547, -84.391502)";1998330158
Table 2;2001;1;31650;Minneapolis/St. Paul, MN;42;2,619,120;221.20;21.13;1,046.7;2,522,800;218.24;20.93;1,042.7;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";2001131650
Table 2;2015;1;30559;Seattle, WA;41;3,494,160;203.66;15.64;1,302.0;3,289,680;201.59;15.28;1,319.2;"Seattle, WA
(47.603229, -122.33028)";2015130559
Table 2;2004;2;32457;San Francisco, CA (Metropolitan Area);57;8,090,580;162.34;12.23;1,326.9;7,329,620;168.70;13.16;1,281.9;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";2004232457
Table 2;1998;3;30721;Boston, MA (Metropolitan Area);62;5,134,770;194.10;16.52;1,174.5;4,851,470;201.34;17.52;1,149.2;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";1998330721
Table 2;2010;4;35412;Knoxville, TN;5;103,670;200.39;33.72;594.1;84,940;213.65;34.17;625.2;"Knoxville, TN
(35.962631, -83.916677)";2010435412
Table 2;2019;2;33214;San Antonio, TX;30;1,480,160;225.61;20.04;1,125.6;1,450,270;221.89;20.16;1,100.5;(29.425173, -98.494599);2019233214
Table 2;2019;3;34570;Reno, NV;13;620,040;201.76;25.80;782.0;581,990;207.49;26.68;777.7;(30.177159, -95.162771);2019334570
Table 2;2012;4;31995;Greensboro/High Point, NC;6;131,370;194.78;38.13;510.8;109,930;204.79;36.96;554.0;"Greensboro/High Point, NC
(36.072701, -79.793899)";2012431995
Table 2;2010;4;30647;Cleveland, OH (Metropolitan Area);26;1,335,540;194.18;20.17;962.5;1,286,790;180.84;18.49;977.8;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2010430647
Table 2;2021;1;30198;Pittsburgh, PA;27;392,140;170.11;15.49;1,098.0;964,210;208.50;20.53;1,015.5;;2021130198
Table 2;2018;2;34576;Rochester, NY;6;198,810;187.02;30.62;610.7;187,260;192.41;30.04;640.5;"Rochester, NY
(43.155708, -77.612547)";2018234576
Table 2;2005;4;30158;Atlantic City, NJ;5;119,140;129.87;15.01;865.0;154,640;104.90;11.95;877.4;"Atlantic City, NJ
(33.748547, -84.391502)";2005430158
Table 2;2016;4;34262;Palm Springs, CA;7;202,950;211.06;18.93;1,114.8;185,370;211.35;20.10;1,051.4;"Palm Springs, CA
(33.830302, -116.546843)";2016434262
Table 2;2010;2;32448;Jackson/Vicksburg, MS;6;117,040;177.74;24.50;725.2;123,880;162.49;21.45;757.4;"Jackson/Vicksburg, MS
(30.325968, -81.65676)";2010232448
Table 2;2004;4;30615;El Paso, TX;12;389,380;140.73;17.84;788.7;359,330;144.91;18.27;793.0;"El Paso, TX
(31.76006, -106.492257)";2004430615
Table 2;2012;2;30158;Atlantic City, NJ;6;187,310;102.25;12.02;850.1;208,380;118.41;14.01;845.0;"Atlantic City, NJ
(33.748547, -84.391502)";2012230158
Table 2;2012;1;33342;Milwaukee, WI;25;1,075,880;176.78;16.31;1,083.8;1,137,700;156.22;14.00;1,115.4;"Milwaukee, WI
(43.041072, -87.909421)";2012133342
Table 2;2010;2;32467;Miami, FL (Metropolitan Area);52;5,298,130;170.20;14.05;1,210.7;5,262,570;157.20;13.10;1,199.4;"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)";2010232467
Table 2;1997;4;30279;Amarillo, TX;4;122,040;83.82;19.31;434.0;90,980;78.40;15.82;495.6;"Amarillo, TX
(35.207009, -101.832013)";1997430279
Table 2;2016;1;32467;Miami, FL (Metropolitan Area);60;7,101,660;190.36;15.29;1,244.7;6,537,930;215.21;17.30;1,244.0;"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)";2016132467
Table 2;1999;4;33044;Louisville, KY;18;504,330;151.37;17.92;844.5;473,850;150.59;18.64;807.6;"Louisville, KY
(38.256078, -85.751569)";1999433044
Table 2;2017;3;33485;Madison, WI;6;132,480;252.61;23.18;1,089.7;131,230;254.79;22.45;1,134.8;"Madison, WI
(43.073926, -89.385244)";2017333485
Table 2;2007;1;31135;Myrtle Beach, SC;4;120,740;116.01;18.91;613.3;81,070;138.86;22.35;621.1;"Myrtle Beach, SC
(33.68785, -78.883852)";2007131135
Table 2;1996;4;33195;Tampa, FL (Metropolitan Area);38;1,984,370;134.71;13.04;1,032.6;1,642,850;153.50;14.75;1,040.3;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";1996433195
Table 2;2011;4;33214;San Antonio, TX;32;1,244,690;206.82;19.54;1,058.4;1,276,270;184.95;17.43;1,060.9;"San Antonio, TX
(29.425173, -98.494599)";2011433214
Table 2;2016;1;30599;Birmingham, AL;10;249,010;231.05;28.79;802.5;256,930;225.29;28.27;796.9;"Birmingham, AL
(33.522859, -86.807705)";2016130599
Table 2;2015;1;30529;Hartford, CT;18;811,130;218.43;17.79;1,227.7;802,730;208.64;16.99;1,227.9;"Hartford, CT
(41.765775, -72.673356)";2015130529
Table 2;2005;4;34057;Portland, OR;31;1,988,210;158.32;13.90;1,138.6;1,823,400;151.29;13.07;1,157.1;"Portland, OR
(45.516018, -122.681425)";2005434057
Table 2;1996;4;31650;Minneapolis/St. Paul, MN;46;2,013,700;222.34;22.87;971.8;1,924,490;210.48;22.32;942.6;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";1996431650
Table 2;2013;3;33485;Madison, WI;5;113,660;237.06;21.49;1,102.7;113,720;220.37;19.02;1,158.6;"Madison, WI
(43.073926, -89.385244)";2013333485
Table 2;2001;4;30194;Dallas/Fort Worth, TX;66;4,255,730;179.34;20.41;878.5;5,472,740;211.29;24.90;848.4;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";2001430194
Table 2;2021;2;30721;Boston, MA (Metropolitan Area);46;3,806,320;212.92;15.70;1,356.0;565,510;182.18;12.70;1,434.6;;2021230721
Table 2;2010;1;30559;Seattle, WA;43;2,858,010;178.03;13.23;1,345.3;2,991,250;158.70;12.14;1,307.0;"Seattle, WA
(47.603229, -122.33028)";2010130559
Table 2;2010;2;30140;Albuquerque, NM;23;815,740;176.77;18.91;934.5;843,740;156.68;16.56;946.1;"Albuquerque, NM
(35.084248, -106.649241)";2010230140
Table 2;1998;3;30466;Phoenix, AZ;45;3,018,100;150.79;14.19;1,062.0;3,112,940;141.31;13.24;1,066.8;"Phoenix, AZ
(30.406931, -87.217578)";1998330466
Table 2;2012;2;31267;Dayton, OH;10;294,620;191.22;21.29;898.0;281,830;203.36;22.68;896.3;"Dayton, OH
(39.760982, -84.192203)";2012231267
Table 2;2008;1;34027;West Palm Beach/Palm Beach, FL;24;1,535,650;170.84;15.52;1,100.4;1,542,910;159.76;14.73;1,083.9;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2008134027
Table 2;2003;1;30615;El Paso, TX;12;310,300;131.62;18.88;697.1;313,120;128.66;18.73;686.8;"El Paso, TX
(31.76006, -106.492257)";2003130615
Table 2;2009;1;33851;Oklahoma City, OK;15;345,760;181.75;20.30;895.1;353,580;171.62;20.42;840.1;"Oklahoma City, OK
(35.468494, -97.521264)";2009133851
Table 2;2010;1;30647;Cleveland, OH (Metropolitan Area);25;1,108,630;191.33;19.60;975.9;1,143,670;170.39;17.40;978.7;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2010130647
Table 2;2011;2;34576;Rochester, NY;9;260,240;184.71;22.14;833.9;281,750;158.51;17.70;895.3;"Rochester, NY
(43.155708, -77.612547)";2011234576
Table 2;2020;4;30647;Cleveland, OH (Metropolitan Area);26;457,370;150.53;13.06;1,152.8;1,504,190;203.79;20.05;1,016.5;;2020430647
Table 2;2003;1;32467;Miami, FL (Metropolitan Area);61;5,264,070;162.06;13.40;1,209.3;5,131,880;157.27;13.06;1,204.2;"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)";2003132467
Table 2;2003;1;34100;Philadelphia, PA;37;2,002,100;209.26;18.53;1,128.8;2,129,910;201.83;17.97;1,122.9;"Philadelphia, PA
(39.951061, -75.16562)";2003134100
Table 2;2018;3;31703;New York City, NY (Metropolitan Area);78;16,112,570;229.50;17.86;1,284.7;15,383,600;223.91;17.55;1,275.8;;2018331703
Table 2;2011;2;33244;Memphis, TN;15;423,650;254.25;28.21;901.2;429,110;227.64;25.12;906.2;"Memphis, TN
(35.143378, -90.052136)";2011233244
Table 2;2005;2;30423;Austin, TX;29;1,133,670;180.14;17.29;1,041.4;1,081,750;177.28;16.81;1,054.1;"Austin, TX
(30.264979, -97.746598)";2005230423
Table 2;2010;1;32575;Los Angeles, CA (Metropolitan Area);68;9,309,410;183.88;14.44;1,273.3;9,200,200;170.13;13.67;1,244.3;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";2010132575
Table 2;2003;3;31884;Spokane, WA;12;388,140;115.84;16.56;699.4;380,960;110.64;15.91;695.2;"Spokane, WA
(47.658999, -117.425022)";2003331884
Table 2;2011;2;30721;Boston, MA (Metropolitan Area);53;6,466,640;207.07;17.30;1,196.6;6,104,670;199.60;16.44;1,213.4;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2011230721
