Year,quarter,citymarketid,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHPax,SHAvgHubFare,SHPerPrem,LHPax,LHAvgHubFare,LHPerPrem
2021,1,30676,35260,1.0,88.41,-0.4827,7010,86.89,-0.4667,28250,88.79000000000002,-0.4865
2021,1,30685,17950,0.6195,146.82,-0.1495,4470,215.44,0.4842,13480,124.07,-0.3174
2021,1,30693,983000,0.9292,156.54,-0.067,542940,144.14,-0.08230000000000004,440060,171.84,-0.05070000000000001
2021,1,30721,1390480,0.9504,166.34,-0.0334,197780,150.31,0.0023999999999999577,1192700,169.0,-0.03849999999999999
2021,1,30781,16280,0.0,227.11,0.538,14240,220.01,0.5792,2040,276.64,0.3431
2021,1,30792,168500,0.9096,178.63,0.0434,48560,168.32,0.13939999999999997,119940,182.81,0.0117
2021,1,32575,207650,0.9329,155.28,0.0696,110590,127.75,0.08879999999999999,97060,186.66,0.05510000000000001
2021,1,30852,1042130,0.9742,156.66,-0.0203,317070,143.35,0.009499999999999953,725060,162.48,-0.031299999999999994
2021,1,30849,182760,0.1917,208.83,0.0445,34870,159.36,0.0731,147890,220.5,0.0398
2021,1,30868,38990,0.0,225.65,0.1948,18700,200.49,0.12209999999999999,20290,248.84,0.25510000000000005
2021,1,30647,34150,0.2521,184.06,0.0961,11570,175.5,0.0529,22580,188.45,0.118
2021,1,30980,30650,0.0405,191.57,0.0349,17730,172.7,0.058499999999999996,12920,217.46,0.0104
2021,1,30994,295830,0.6762,183.87,0.0208,161540,167.19,-0.0024999999999999467,134290,203.94,0.04490000000000001
2021,1,31003,93600,0.6115,152.11,-0.183,14060,197.58,0.03720000000000001,79540,144.07,-0.22300000000000003
2021,1,30647,543750,0.9186,160.94,-0.0345,155150,154.62,-0.0011999999999999789,388600,163.46,-0.0465
2021,1,31057,989080,0.4725,179.05,0.1048,627680,161.99,0.11719999999999997,361400,208.68,0.0885
2021,1,31066,501400,0.8336,173.54,0.0361,146570,162.45,0.059699999999999975,354830,178.12,0.0275
2021,1,30189,91550,0.6883,168.77,-0.0448,45460,142.51,-0.07850000000000001,46090,194.67,-0.019
2021,1,33105,503870,0.8331,158.55,-0.0573,117850,164.32,0.04049999999999998,386020,156.79,-0.0848
2021,1,31252,35850,0.0,178.12,-0.0297,10040,199.92,0.24419999999999997,25810,169.64,-0.11869999999999999
2021,1,30194,796410,0.994,144.99,-0.0404,345050,139.22,-0.013599999999999945,451360,149.4,-0.0587
2021,1,31267,63200,0.1301,180.55,-0.0614,16760,198.85,0.032200000000000006,46439,173.95,-0.0952
2021,1,30852,780930,0.6498,181.72,0.12,245480,157.14,0.10649999999999998,535450,192.99,0.1251
2021,1,30325,2808130,0.9611,147.1,-0.0703,673800,136.12,-0.04930000000000001,2134330,150.56,-0.0762
2021,1,30194,2246170,0.2832,175.84,0.1293,591280,164.83,0.14400000000000002,1654890,179.77,0.12459999999999999
2021,1,31423,197150,0.8234,171.4,-0.0783,33980,163.57,0.031100000000000017,163170,173.03,-0.0972
2023,4,33256,160720,0.2228,298.44,0.0542,41390,239.02,0.05369999999999997,119330,319.06,0.0543
2021,1,31295,1496680,0.8381,179.23,0.1202,375390,172.26,0.19269999999999998,1121290,181.56,0.099
2021,1,31481,123860,0.8472,190.02,0.0473,58060,173.75,-0.0242,65800,204.39,0.1082
2021,1,31503,98960,0.0,295.38,0.6002,19540,267.71,0.5384,79420,302.19,0.6143
2021,1,30615,237450,0.8612,188.98,0.0303,139720,162.07,-0.005800000000000027,97730,227.46,0.0699
2021,1,31603,59150,0.3858,154.22,-0.2042,18400,155.02,-0.2308,40750,153.86,-0.1915
2021,1,31703,1819530,0.7051,165.47,0.061,215250,151.37,0.1714,1604280,167.36,0.049
2021,1,31624,185780,0.0797,248.09,0.3664,23660,221.68,0.3623,162120,251.95,0.367
2021,1,31637,75290,0.6272,164.27,-0.1237,4640,192.66,0.14139999999999997,70650,162.4,-0.1393
2021,1,31638,104650,0.2037,182.33,-0.0125,56990,147.39,-0.02190000000000003,47660,224.12,-0.005000000000000001
2021,1,31641,11470,0.0,211.88,0.0448,3900,151.55,-0.16910000000000003,7570,242.95,0.139
2021,1,31648,50780,0.1128,223.97,0.1615,7370,204.26,0.6464,43410,227.31,0.1116
2021,1,32467,2386280,0.9688,149.34,-0.0586,294360,118.31,-0.20350000000000001,2091920,153.7,-0.0397
2021,1,31721,68430,0.8607,119.24,-0.2804,2000,148.98,0.08329999999999999,66430,118.34,-0.2894
2021,1,31775,87700,0.5607,155.4,-0.149,11110,186.74,-0.05459999999999998,76590,150.85,-0.164
2021,1,31823,62660,0.7033,143.78,-0.1756,2860,223.1,1.5534,59800,139.99,-0.2161
2021,1,31884,284950,0.6866,160.07,-0.1036,92070,143.66,-0.0007000000000000339,192880,167.9,-0.1398
2021,1,31921,11430,0.1426,162.8,-0.0228,8370,142.74,-0.18590000000000007,3060,217.69,0.525
2021,1,31953,8820,0.0,178.9,-0.0235,2370,196.53,0.040200000000000014,6450,172.42,-0.0479
2021,1,31973,8540,0.0,213.35,0.2791,6640,209.18,0.32,1900,227.93,0.1636
2021,1,31977,28530,0.2327,206.6,0.0139,121519,178.87443999781317,0.4731685427662552,28530,206.6,0.0139
2021,1,31986,330030,0.8891,166.18,-0.0371,42800,188.15,0.1078,287230,162.91,-0.0582
2021,1,31995,61740,0.0122,193.29,0.0314,39490,169.05,-0.0040000000000000036,22250,236.3,0.0801
2021,1,31871,112290,0.4728,195.7,0.0566,63050,171.07,-0.028100000000000014,49240,227.25,0.1536
2021,1,31703,135720,0.8743,165.43,0.1703,5540,190.77,0.12090000000000001,130180,164.36,0.1728
2021,1,32206,43250,0.5193,144.95,-0.1809,15400,141.58,-0.05279999999999996,27850,146.81,-0.236
2021,1,30255,45590,0.1051,228.71,0.2791,30200,204.72,0.315,15390,275.79,0.2302
2021,1,30852,522240,0.3117,199.42,0.2174,147710,161.1,0.20799999999999996,374530,214.54,0.2202
2021,1,31453,1273330,0.4909,187.2,0.1767,242430,173.34,0.23350000000000004,1030900,190.46,0.1652
2021,1,30928,86890,0.8024,189.1,0.0178,27310,176.63,0.15239999999999998,59580,194.81,-0.029299999999999996
2021,1,32280,13990,0.737,135.25,-0.1887,13990,135.25,-0.18869999999999998,112370,195.32298710410825,-0.19156337917137067
2021,1,32323,38170,0.0,195.51,-0.0319,24250,180.19,-0.07369999999999999,13920,222.19,0.034
2021,1,32337,679990,0.846,172.18,0.014,151760,179.95,0.03400000000000003,528230,169.94,0.0081
2021,1,31703,79930,0.9785,152.06,0.0363,9780,152.69,0.01849999999999996,70150,151.98,0.038900000000000004
2021,1,32441,108250,0.0,246.69,0.2203,14220,254.2,0.3928,94030,245.55,0.1971
2021,1,32448,40150,0.0,241.9,0.2727,22590,236.17,0.3733,17560,249.28,0.1685
2021,1,31136,465350,0.7867,184.77,0.0792,176200,157.69,0.012199999999999989,289150,201.28,0.1144
2021,1,31703,1229010,0.9366,185.02,0.155,91260,163.8,0.24009999999999998,1137750,186.72,0.1494
2021,1,32575,2713600,0.8587,173.74,-0.0435,455530,133.59,0.04089999999999999,2258070,181.85,-0.05489999999999999
2021,1,32896,54400,0.7127,176.82,0.1207,40650,165.49,0.1679,13750,210.31,0.0242
2021,1,31066,26210,1.0,95.14,-0.3927,3010,84.15,-0.4616,23200,96.56,-0.3838
2021,1,32945,51160,0.4619,167.54,-0.0487,22340,169.57,-0.07140000000000002,28820,165.96,-0.030000000000000002
2021,1,31703,1056000,0.7756,162.44,0.0793,156010,159.98,0.16200000000000003,899990,162.87,0.0664
2021,1,32575,114390,0.8724,118.19,-0.1848,68070,110.94,-0.10960000000000003,46320,128.84,-0.2635
2021,1,32600,113860,0.758,191.27,0.0277,48230,169.42,0.03359999999999996,65630,207.32,0.0242
2021,1,33158,80390,0.6508,184.21,0.1806,59010,175.1,0.23170000000000002,21380,209.36,0.0773
2021,1,33198,634770,0.9106,183.19,0.0274,227980,163.15,-0.03880000000000006,406790,194.43,0.06180000000000001
2021,1,31454,3269910,0.9532,143.46,-0.1096,414450,127.47999999999999,-0.1562,2855460,145.78,-0.1034
2021,1,32070,52530,0.5178,172.15,0.0108,13140,234.3,0.6867,39390,151.42,-0.1624
2021,1,30977,884940,0.998,136.48,-0.0813,216390,128.9,-0.043399999999999994,668550,138.94,-0.0921
2021,1,33244,330680,0.7847,177.7,0.0007,172940,156.94,-0.04469999999999996,157740,200.45,0.0432
2021,1,33256,53770,0.2438,204.8,0.0911,17470,156.97,0.1018,36300,227.82,0.0876
2021,1,33264,52340,0.2646,169.45,-0.1485,32310,145.28,-0.22329999999999994,20030,208.43,-0.0451
2021,1,30721,74840,0.8641,178.19,0.0429,19390,157.83,-0.0403,55450,185.31,0.0706
2021,1,32467,2051640,0.6813,168.28,0.0449,305590,144.44,-0.03059999999999996,1746050,172.46,0.05700000000000001
2021,1,33342,454140,0.933,178.09,0.0286,70050,176.23,0.03059999999999996,384090,178.44,0.0283
2021,1,33360,10450,0.0,183.96,-0.0254,5380,197.51,0.06969999999999998,5070,169.58,-0.12199999999999998
2021,1,33367,32940,0.6882,132.78,-0.2753,3320,182.88,0.06159999999999999,29620,127.17,-0.3105
2021,1,30562,14650,0.0,238.48,0.4676,7650,236.32,0.8888,7000,240.85,0.1844
2021,1,33485,87020,0.1846,193.3,0.0235,8030,221.84,0.1725,78990,190.4,0.0083
2021,1,33486,30080,0.2995,177.83,-0.0494,12950,194.35,0.10199999999999998,17130,165.34,-0.1528
2021,1,31650,1684410,0.6766,164.79,-0.0229,233160,174.74,0.2278,1451250,163.19,-0.055999999999999994
2021,1,33495,722060,0.9569,155.02,-0.1153,320600,137.75,-0.15610000000000002,401460,168.81,-0.0865
2021,1,33502,47090,0.4727,208.65,0.0852,20390,161.61,-0.10819999999999996,26700,244.56,0.2185
2021,1,31135,77170,0.7524,149.85,-0.1377,47480,123.00999999999999,-0.2718999999999999,29690,192.75,0.0621
2021,1,32457,455540,0.9946,142.38,-0.0702,296680,123.69,-0.04200000000000004,158860,177.28,-0.1045
2021,1,33851,259440,0.9179,188.15,0.0233,82770,156.39,-0.09460000000000002,176670,203.03,0.0738
2021,1,33316,336630,0.8866,180.1,0.0307,73810,157.42,0.05569999999999997,262820,186.47,0.025
2021,1,32575,403350,0.8391,172.93,0.0583,136600,132.38,0.066,266750,193.69,0.0556
2021,1,30977,2196280,0.5001,162.96,0.0681,462860,155.19,0.10820000000000002,1733420,165.03,0.05840000000000001
2021,1,33667,262440,0.7359,191.83,0.0334,121770,157.35,-0.051899999999999946,140670,221.68,0.094
2021,1,34027,723810,0.8142,184.3,0.194,59570,183.52,0.17420000000000002,664240,184.37,0.1958
2021,1,34057,841410,0.7111,173.2,0.0139,173410,149.61,0.08400000000000002,668000,179.32,-0.00010000000000000026
2021,1,34082,314930,1.0,107.79,-0.3789,11120,78.99,-0.5327000000000001,303810,108.85,-0.3734
2021,1,33667,13200,0.0,211.06,0.1293,6030,187.85,0.056599999999999984,7170,230.58,0.1852
2021,1,30466,2926130,0.8867,169.15,0.0376,801880,133.02,0.06109999999999999,2124250,182.79,0.0313
2021,1,34108,42210,0.8986,112.84,-0.379,2700,162.01,-0.006299999999999972,39510,109.48,-0.4017
2021,1,33195,258320,1.0,96.11,-0.4181,42020,80.33,-0.5053,216300,99.18,-0.4015
2021,1,30198,453600,0.8499,172.3,-0.0219,123460,161.34,0.006299999999999972,330140,176.39,-0.031199999999999995
2021,1,33728,185440,0.7748,190.12,0.0289,76500,172.96,-0.017900000000000027,108940,202.18,0.0592
2021,1,34252,44230,0.3018,156.03,-0.1848,18260,139.39,-0.16149999999999998,25970,167.72,-0.1978
2021,1,34262,247810,0.2825,174.71,-0.0081,44710,154.97,-0.030200000000000005,203100,179.06,-0.0037999999999999996
2021,1,30721,194880,0.8888,161.74,0.0019,30840,158.85,0.05399999999999999,164040,162.28,-0.007100000000000002
2021,1,34321,65230,0.7586,157.75,-0.169,12950,150.06,-0.02729999999999999,52280,159.65,-0.1963
2021,1,34489,48940,0.0178,160.49,-0.1163,18490,150.26,-0.22950000000000004,30450,166.71,-0.039099999999999996
2021,1,34492,652370,0.8603,164.6,-0.0386,402160,140.54,-0.06430000000000002,250210,203.27,-0.0083
2021,1,34524,219600,0.718,170.7,-0.0725,102820,143.7,-0.136,116780,194.47,-0.025899999999999996
2021,1,31714,1645440,0.9164,175.97,0.0916,82570,169.33,0.1179,1562870,176.33,0.0903
2021,1,33570,1164720,0.8241,173.15,-0.0136,364240,133.82,-0.0041999999999999815,800480,191.05,-0.0165
2021,1,33214,572890,0.9057,188.17,0.0188,94260,166.21,-0.12280000000000002,478630,192.49,0.0476
2021,1,34685,171990,0.5747,187.06,0.088,63090,163.84,-0.0383,108900,200.5,0.1602
2021,1,34696,69890,0.6527,138.58,-0.2219,7280,208.44,0.3262,62610,130.45,-0.2774
2021,1,33044,233660,0.8183,178.26,-0.0162,119510,162.26,-0.0413,114150,195.01,0.0067
2021,1,30559,1736430,0.4496,154.59,-0.1214,360350,136.69,-0.08889999999999998,1376080,159.28,-0.1284
2021,1,34761,225360,1.0,94.74,-0.4497,40450,84.15,-0.4919999999999999,184910,97.06,-0.4409
2021,1,32457,1040110,0.5583,198.54,0.0833,344970,138.28,0.04949999999999999,695140,228.45,0.0939
2021,1,34783,55440,0.4711,177.56,0.0132,15250,235.76,0.6135,40190,155.47,-0.1654
2021,1,30476,11750,0.4247,208.06,0.2117,2970,276.1,2.0838,8780,185.04,-0.0725
2021,1,32457,403560,0.9522,158.45,0.0276,251630,128.52,0.025499999999999967,151930,208.02,0.0298
2021,1,34614,1525480,0.745,200.76,0.2236,646710,155.16,0.2017,878770,234.32,0.2345
2021,1,33192,738850,0.9598,168.51,-0.0434,414820,129.41,-0.07840000000000003,324030,218.58,-0.015
2021,1,32575,536610,0.7325,177.49,0.1281,219480,135.8,0.09050000000000002,317130,206.34,0.1461
2021,1,34986,387880,0.764,163.3,-0.0331,30390,155.99,-0.023499999999999965,357490,163.92,-0.0338
2021,1,31123,747080,0.9244,173.09,0.0201,268740,158.5,-0.03480000000000005,478340,181.29,0.0494
2021,1,35041,16440,0.0,253.69,0.2859,13970,243.4,0.2634,2470,311.87,0.3954
2021,1,31703,7280,0.8462,106.93,-0.3637,360,214.18,0.4032,6920,101.35,-0.3997
2021,1,35096,94360,0.66,170.4,-0.0744,12650,186.58,0.19140000000000001,81710,167.89,-0.1087
2021,1,33195,1915730,0.919,159.12,-0.0042,291800,142.15,-0.07330000000000003,1623930,162.17,0.0076
2021,1,34653,170820,0.8268,183.6,-0.0221,68970,159.14,-0.05020000000000002,101850,200.16,-0.0063999999999999994
2021,1,30436,250010,0.7526,183.83,-0.048,58070,155.17,-0.007000000000000006,191940,192.5,-0.057499999999999996
2021,1,35380,20230,0.6436,156.55,-0.1657,113690,155.99471285210802,0.18526480211783003,20230,156.55,-0.1657
2021,1,35412,138790,0.4734,175.22,-0.0104,80400,147.46,-0.11439999999999995,58390,213.44,0.1141
2021,1,31504,102030,0.3326,188.23,0.0235,45400,165.96,-0.07169999999999999,56630,206.08,0.0962
2021,1,31834,52730,0.3184,211.61,0.2056,18760,225.57,0.857,33970,203.9,-0.007100000000000002
2020,3,30140,199790,0.8897,154.21,-0.0634,91590,137.85,-0.06269999999999998,108200,168.05,-0.0639
2020,3,30257,82320,0.8701,176.15,-0.0197,22330,152.3,0.026800000000000046,59990,185.03,-0.03309999999999999
2020,3,30279,25600,0.7008,143.97,0.1081,19750,138.18,0.23870000000000002,5850,163.53,-0.1482
2020,3,30372,31230,0.0,336.97,1.2125,10920,328.02,1.0413,20310,341.78,1.3126
2020,3,30397,2377220,0.9017,163.9,0.1264,1334390,141.81,0.0635,1042830,192.17,0.1929
2020,3,30408,15660,0.7688,113.12,-0.3772,107768,136.1117906535924,-0.04656738199977006,15660,113.12,-0.3772
2020,3,30423,716650,0.938,159.58,-0.0093,78570,140.67,-0.14570000000000005,638080,161.91,0.008
2020,3,30431,48160,0.613,142.51,-0.0852,35280,127.12,-0.1664,12880,184.65,0.1205
2020,3,30529,215320,0.8762,172.46,0.02,32570,161.35,0.15659999999999996,182750,174.44,0.0005000000000000004
2020,3,30599,159450,0.6512,173.92,-0.0058,88350,155.63,-0.0373,71100,196.65,0.0274
2020,3,30620,46340,0.448,182.82,0.1069,22310,175.26,0.10960000000000003,24030,189.83,0.1046
2020,3,30666,7410,0.8502,113.58,-0.2879,104893,136.4027368495095,-0.07145208148610194,7410,113.58,-0.2879
2020,3,30693,888450,0.8942,146.03,-0.0825,471620,129.22,-0.12280000000000002,416830,165.04,-0.0435
2020,3,30713,310320,0.6899,156.49,-0.0615,208970,136.86,-0.08660000000000001,101350,196.97,-0.0229
2020,3,30721,1126800,0.9181,169.13,-0.0538,214840,142.78,0.0343,911960,175.34,-0.0691
2020,3,30781,17840,0.0,219.02,0.3908,8160,235.65,0.7807,9680,205.0,0.1474
2020,3,30785,16290,0.3935,207.43,0.1334,2320,201.76,0.0034999999999999476,13970,208.38,0.1574
2020,3,30792,120100,0.8399,161.76,-0.0275,56370,145.53,0.0262,63730,176.12,-0.0633
2020,3,32575,267870,0.9232,146.7,0.0214,119340,120.95,0.11430000000000001,148530,167.4,-0.0258
2020,3,30852,1031970,0.9442,148.65,-0.0697,355080,125.64,-0.06020000000000003,676890,160.72,-0.0735
2020,3,30868,47410,0.0,199.95,0.0676,13120,172.0,-0.0021999999999999797,34290,210.65,0.0914
2020,3,30647,30840,0.1054,169.67,0.0302,12070,167.44,0.07030000000000003,18770,171.1,0.0064
2020,3,30980,20670,0.0372,187.15,0.1049,10260,175.54,0.13480000000000003,10410,198.6,0.0802
2020,3,30994,278500,0.739,163.31,-0.0545,129820,146.86,-0.08989999999999998,148680,177.67,-0.0272
2020,3,31003,39430,0.559,156.18,-0.1156,14170,176.23,0.02729999999999999,25260,144.93,-0.1922
2020,3,30647,448510,0.9234,152.32,-0.0802,155400,145.31,0.0020999999999999908,293110,156.03,-0.11599999999999999
2020,3,31057,890730,0.4848,178.67,0.1375,491040,158.65,0.1482,399690,203.27,0.1274
2020,3,31066,430460,0.8117,158.42,-0.0357,154300,145.35,0.0021999999999999797,276160,165.73,-0.0533
2020,3,31140,16910,0.6801,184.33,0.171,8230,184.62,0.5103,8680,184.07,-0.035199999999999995
2020,3,33105,395370,0.7862,150.89,-0.0768,132780,145.37,0.015599999999999947,262590,153.68,-0.1152
2020,3,31252,10330,0.0,165.32,0.0372,6000,176.8,0.13880000000000003,4330,149.41,-0.0951
2020,3,30194,707950,0.9939,141.14,-0.0355,317440,129.38,-0.05579999999999996,390510,150.7,-0.0207
2020,3,31267,46940,0.0204,178.86,-0.0834,13810,174.72,-0.09919999999999995,33130,180.59,-0.0768
2020,3,30852,818880,0.5967,167.11,0.0666,313220,139.81,0.04920000000000002,505660,184.01,0.0751
2020,3,30325,2879610,0.9658,144.73,-0.0342,655940,127.20000000000002,-0.08609999999999995,2223670,149.91,-0.0202
2020,3,30194,1958120,0.4135,173.81,0.1864,477800,165.94,0.20879999999999999,1480320,176.35,0.1798
2020,3,31423,133320,0.8329,161.52,-0.0927,34740,161.32,0.05049999999999999,98580,161.59,-0.1342
2020,3,31295,1136310,0.854,170.65,0.0701,410740,157.56,0.13019999999999998,725570,178.05,0.042300000000000004
2020,3,31481,147070,0.7829,154.79,-0.044,91120,144.44,-0.055499999999999994,55950,171.64,-0.027799999999999995
2020,3,30615,213520,0.8341,171.41,0.0277,118370,150.26,0.010800000000000032,95150,197.72,0.044300000000000006
2020,3,31603,48380,0.3384,181.95,-0.0169,14310,167.37,-0.09050000000000002,34070,188.08,0.0137
2020,3,31703,1148480,0.6157,164.16,-0.0102,190250,139.97,0.15639999999999998,958230,168.96,-0.03319999999999999
2020,3,31624,40050,0.0859,212.92,0.3804,10130,220.2,0.4338,29920,210.46,0.3624
2020,3,31638,103760,0.2054,187.81,0.082,47770,154.67,0.10599999999999998,55990,216.08,0.06789999999999999
2020,3,31641,6840,0.0,226.81,0.1122,1990,143.14,-0.12249999999999994,4850,261.14,0.1833
2020,3,31648,106170,0.1103,220.11,0.2253,7330,202.61,0.7835,98840,221.4,0.1998
2020,3,32467,952100,0.9515,142.31,-0.104,155650,125.02,-0.12619999999999998,796450,145.69,-0.1002
2020,3,31775,41640,0.4107,171.57,-0.0304,11680,187.93,0.08740000000000003,29960,165.19,-0.0749
2020,3,31823,31280,0.53,139.14,-0.1885,2620,170.38,0.5368,28660,136.29,-0.23010000000000003
2020,3,31884,324370,0.7683,169.11,-0.0061,85880,145.62,0.0373,238490,177.57,-0.0182
2020,3,31973,11310,0.0,212.63,0.1716,4490,215.93,0.3001,6820,210.47,0.0982
2020,3,31977,13030,0.3185,179.17,-0.0418,2130,188.63,0.031100000000000017,10900,177.32,-0.0557
2020,3,31986,225150,0.8538,158.9,-0.0573,63800,157.63,-0.006399999999999961,161350,159.4,-0.0758
2020,3,31995,71550,0.0064,178.82,-0.0157,33540,154.06,-0.00770000000000004,38010,200.68,-0.021
2020,3,31871,112200,0.4348,175.11,-0.0112,47050,151.66,-0.07769999999999999,65150,192.04,0.0313
2020,3,32124,9780,0.0,168.09,0.1243,7530,159.38,0.19179999999999997,2250,197.24,-0.0251
2020,3,31453,636770,0.979,147.14,-0.0337,219820,129.92,-0.0998,416950,156.21,-0.0014999999999999996
2020,3,31703,4400,0.075,175.95,0.1417,830,162.46,-0.011800000000000033,3570,179.09,0.1803
2020,3,32206,16990,0.7899,144.76,0.0567,12330,136.83,0.05230000000000001,4660,165.72,0.0666
2020,3,30255,38110,0.174,208.73,0.2278,20260,196.98,0.4326,17850,222.07,0.0733
2020,3,30852,459200,0.2637,190.52,0.1947,144780,149.22,0.20499999999999996,314420,209.54,0.1914
2020,3,31453,1019220,0.4518,175.88,0.1516,185740,158.91,0.15759999999999996,833480,179.66,0.1504
2020,3,32280,9810,0.528,157.19,-0.1014,9810,157.19,-0.10140000000000005,101959,209.28183382779721,-0.1215317619468559
2020,3,32323,48440,0.0,187.46,0.0631,22490,163.69,-0.047599999999999976,25950,208.05,0.1546
2020,3,32337,555630,0.8424,160.34,-0.0454,159810,152.84,-0.022700000000000053,395820,163.37,-0.053800000000000014
2020,3,31703,39620,0.9937,151.18,0.0313,10990,132.36,-0.061899999999999955,28630,158.4,0.0653
2020,3,32441,121000,0.0,280.13,0.511,10460,270.27,0.4803,110540,281.07,0.5138
2020,3,32448,25920,0.0,233.06,0.3448,10520,238.76,0.5996,15400,229.17,0.2079
2020,3,31136,368680,0.8354,167.32,0.0174,133130,144.74,0.005700000000000038,235550,180.08,0.0229
2020,3,31703,737010,0.8636,207.24,0.2298,93740,156.16,0.23519999999999996,643270,214.69,0.2292
2020,3,32211,2451760,0.9755,141.27,-0.1204,622770,115.45,0.0007000000000000339,1828990,150.07,-0.1474
2020,3,32575,2792140,0.8542,181.83,0.0175,423690,123.52000000000001,0.02070000000000005,2368450,192.26,0.0171
2020,3,32896,45290,0.779,147.38,-0.0328,33260,138.69,-0.03069999999999995,12030,171.38,-0.03749999999999999
2020,3,31066,15710,1.0,78.33,-0.4868,7460,74.14,-0.5125000000000001,8250,82.12,-0.4638
2020,3,32945,37370,0.2721,177.73,0.029,16730,158.24,-0.05120000000000002,20640,193.52,0.0901
2020,3,32951,7160,0.0,219.15,0.5409,2500,213.19,1.4768,4660,222.34,0.2901
2020,3,31703,790700,0.544,150.71,0.0242,169770,158.7,0.1764,620930,148.52,-0.0131
2020,3,32575,97330,0.9608,136.47,0.0041,66080,125.04999999999998,0.05020000000000002,31250,160.62,-0.0636
2020,3,32600,124160,0.77,175.26,-0.0498,49010,162.05,-0.015599999999999947,75150,183.87,-0.0685
2020,3,33158,62370,0.7484,166.78,0.1375,44280,159.49,0.20389999999999997,18090,184.63,0.0187
2020,3,33198,606560,0.9005,157.17,-0.0623,227520,139.89,-0.07450000000000001,379040,167.54,-0.0561
2020,3,31454,1489510,0.9665,138.11,-0.1316,224580,124.88999999999999,-0.1533,1264930,140.45,-0.128
2020,3,32070,37740,0.1696,192.59,0.0632,10280,211.47,0.5571,27460,185.52,-0.0636
2020,3,30977,690010,0.9996,129.31,-0.1034,209680,115.63,-0.10260000000000002,480330,135.29,-0.1037
2020,3,33244,285130,0.8113,169.12,-0.0105,129750,153.17,-0.03359999999999996,155380,182.44,0.0064
2020,3,33264,56210,0.2306,185.99,0.0139,30390,156.46,-0.05120000000000002,25820,220.75,0.0755
2020,3,30721,115260,0.8593,161.16,-0.0307,30470,146.89,-0.00770000000000004,84790,166.28,-0.0378
2020,3,32467,894450,0.0928,157.13,-0.0288,164750,139.98,-0.02849999999999997,729700,161.0,-0.028799999999999996
2020,3,33342,343010,0.9117,159.05,-0.0508,81740,150.88,-0.049899999999999944,261270,161.6,-0.051100000000000007
2020,3,33367,12600,0.3341,169.99,-0.0446,5220,208.47,0.3574,7380,142.78,-0.2684
2020,3,30562,14300,0.0,218.4,0.3473,5170,226.51,0.7772,9130,213.8,0.1765
2020,3,33485,68900,0.2894,177.5,0.0161,12230,190.52,0.24119999999999997,56670,174.69,-0.0255
2020,3,31650,1206960,0.6184,155.24,-0.0054,273040,150.31,0.0811,933920,156.68,-0.0272
2020,3,33495,544920,0.9478,147.95,-0.1086,219550,128.15,-0.1614,325370,161.32,-0.0775
2020,3,31135,127620,0.7709,133.37,-0.1748,80360,117.17,-0.25329999999999997,47260,160.92,-0.0513
2020,3,33795,10390,0.0,246.01,0.1932,1990,192.86,0.3283,8400,258.61,0.1721
2020,3,32457,468250,0.9982,139.59,-0.073,280580,120.2,-0.0353,187670,168.58,-0.11
2020,3,33851,277540,0.9242,166.52,-0.0348,80650,139.47,-0.15339999999999998,196890,177.6,0.0108
2020,3,33316,284080,0.864,158.04,-0.0381,72710,136.05,-0.026700000000000057,211370,165.61,-0.0413
2020,3,32575,444020,0.8422,172.25,0.0741,127870,132.17,0.11680000000000001,316150,188.46,0.0626
2020,3,30977,1711960,0.4463,149.52,0.015,489120,141.33,0.0756,1222840,152.79,-0.0058
2020,3,33667,301520,0.7487,183.26,0.0149,125459,156.43,-0.020199999999999996,176060,202.37,0.0353
2020,3,34027,221220,0.6209,170.46,0.0975,24660,196.04,0.4388,196560,167.25,0.0606
2020,3,34057,1004530,0.7749,170.0,0.012,191710,143.57,0.11759999999999998,812820,176.24,-0.006
2020,3,34082,69210,1.0,81.9,-0.4955,6000,76.96,-0.49139999999999995,63210,82.37,-0.49579999999999996
2020,3,33667,17760,0.0,197.23,0.0865,6520,180.27,0.0464,11240,207.07,0.1079
2020,3,34100,1002770,0.7608,162.5,-0.0158,301910,141.24,0.008499999999999952,700860,171.66,-0.0241
2020,3,30466,1922440,0.921,162.46,0.0636,588740,130.42,0.11199999999999999,1333700,176.61,0.04880000000000001
2020,3,34108,21140,0.8306,106.25,-0.3762,2500,221.2,0.4662,18640,90.84,-0.4748
2020,3,33195,104880,1.0,78.97,-0.4942,28970,79.72,-0.46929999999999994,75910,78.69,-0.5032
2020,3,30198,453700,0.8438,158.5,-0.0508,146290,145.32,-0.01770000000000005,307410,164.78,-0.064
2020,3,33728,189000,0.717,160.44,-0.059,93460,145.12,-0.09860000000000002,95540,175.42,-0.024200000000000003
2020,3,34252,27400,0.4193,167.97,0.0065,11770,157.73,0.07979999999999998,15630,175.69,-0.037599999999999995
2020,3,34262,51230,0.0,195.24,0.1562,10760,174.75,0.3384,40470,200.69,0.1209
2020,3,30721,174570,0.7776,155.53,-0.0213,45040,138.6,0.029200000000000004,129530,161.42,-0.0354
2020,3,34321,137220,0.6226,172.05,-0.005,36050,152.35,0.06679999999999997,101170,179.07,-0.024899999999999995
