Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax
"2,021",2,"30,721","31,123","Boston, MA (Metropolitan Area)","St. Louis, MO",29620,253.44,184.82,5810,68.62,0.3713,23810,4.0981
"2,021",2,"30,721","34,100","Boston, MA (Metropolitan Area)","Philadelphia, PA",53950,187.0,132.71,5960,54.29,0.409,47990,8.052
"2,021",2,"30,792","30,977","Buffalo, NY","Chicago, IL",16270,183.96,126.57,2760,57.39,0.4534,13510,4.8949
"2,021",2,"30,792","32,211","Buffalo, NY","Las Vegas, NV",17870,255.48,184.97,3370,70.51,0.3812,14500,4.3027
"2,021",2,"30,977","31,703","Chicago, IL","New York City, NY (Metropolitan Area)",370950,204.83,148.1,50780,56.73,0.383,320170,6.305
"2,021",2,"31,003","30,466","Cedar Rapids/Iowa City, IA","Phoenix, AZ",18360,150.58,103.91,4570,46.67,0.4492,13790,3.0175
"2,021",2,"31,454","33,570","Orlando, FL","San Diego, CA",42080,233.15,164.09,9500,69.06,0.4209,32580,3.4295
"2,021",2,"31,454","35,096","Orlando, FL","Syracuse, NY",30880,165.19,109.05,4640,56.14,0.5148,26240,5.6552
"2,021",2,"31,638","32,211","Fresno, CA","Las Vegas, NV",35410,113.21,79.93,2290,33.29,0.4165,33120,14.4629
"2,021",2,"31,650","31,123","Minneapolis/St. Paul, MN","St. Louis, MO",26180,191.81,139.83,2420,51.98,0.3718,23760,9.8182
"2,021",2,"31,703","33,851","New York City, NY (Metropolitan Area)","Oklahoma City, OK",18360,276.03,155.61,4510,120.42,0.7739,13850,3.071
"2,021",2,"31,823","33,195","Fort Wayne, IN","Tampa, FL (Metropolitan Area)",15670,136.19,93.24,3610,42.95,0.4606,12060,3.3407
"2,021",2,"31,823","34,082","Fort Wayne, IN","Punta Gorda, FL",15200,128.8,82.73,5120,46.07,0.5569,10080,1.9688
"2,021",2,"31,986","30,466","Grand Rapids, MI","Phoenix, AZ",28240,186.45,126.27,8170,60.18,0.4766,20070,2.4566
"2,021",2,"31,986","32,211","Grand Rapids, MI","Las Vegas, NV",27870,165.15,103.76,4170,61.39,0.5917,23700,5.6834
"2,021",2,"32,211","33,256","Las Vegas, NV","Mission/McAllen/Edinburg, TX",24860,143.65,98.06,2130,45.59,0.465,22730,10.6714
"2,021",2,"32,337","32,457","Indianapolis, IN","San Francisco, CA (Metropolitan Area)",25800,280.97,206.97,6060,74.0,0.3575,19740,3.2574
"2,021",2,"32,467","34,576","Miami, FL (Metropolitan Area)","Rochester, NY",14300,216.79,147.06,3080,69.74,0.4742,11220,3.6429
"2,021",2,"32,575","34,027","Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",16130,252.51,175.16,4000,77.36,0.4416,12130,3.0325
"2,021",2,"33,316","31,454","Omaha, NE","Orlando, FL",32200,181.72,124.75,3450,56.97,0.4566,28750,8.3333
"2,021",2,"33,316","32,457","Omaha, NE","San Francisco, CA (Metropolitan Area)",14730,264.5,192.39,2410,72.1,0.3748,12320,5.112
"2,021",2,"34,100","33,214","Philadelphia, PA","San Antonio, TX",16380,242.96,121.64,7640,121.32,0.9974,8740,1.144
"2,021",2,"34,100","34,057","Philadelphia, PA","Portland, OR",17390,253.32,183.28,4530,70.03,0.3821,12860,2.8388
"2,021",2,"34,108","30,466","Peoria, IL","Phoenix, AZ",14360,122.36,88.77,5910,33.59,0.3784,8450,1.4298
"2,021",1,"30,158","32,467","Atlantic City, NJ","Miami, FL (Metropolitan Area)",8640,96.5,88.65,21660,7.85,0.0886,-13020,-0.6011
"2,021",1,"30,189","30,466","Colorado Springs, CO","Phoenix, AZ",9650,118.33,106.97,16830,11.36,0.1062,-7180,-0.4266
"2,021",1,"30,408","34,082","Appleton, WI","Punta Gorda, FL",11490,135.97,127.89,11470,8.08,0.0632,20,0.0017
"2,021",1,"30,408","34,761","Appleton, WI","Sanford, FL",9430,118.47,110.25,10510,8.22,0.0746,-1080,-0.1028
"2,021",1,"30,423","31,295","Austin, TX","Detroit, MI",13090,221.22,176.93,36110,44.29,0.2504,-23020,-0.6375
"2,021",1,"30,423","34,614","Austin, TX","Salt Lake City, UT",23030,222.51,210.23,36330,12.27,0.0584,-13300,-0.3661
"2,021",1,"30,466","34,057","Phoenix, AZ","Portland, OR",84430,175.34,155.36,131100,19.98,0.1286,-46670,-0.356
"2,021",1,"30,466","34,314","Phoenix, AZ","Provo, UT",14360,80.67,74.35,11590,6.32,0.0851,2770,0.239
"2,021",1,"30,466","34,457","Phoenix, AZ","Rapid City, SD",11050,125.39,112.4,13390,12.99,0.1156,-2340,-0.1748
"2,021",1,"30,647","31,714","Cleveland, OH (Metropolitan Area)","Fort Myers, FL",46570,149.56,138.54,58850,11.02,0.0796,-12280,-0.2087
"2,021",1,"30,647","34,986","Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",11180,149.57,132.39,13180,17.18,0.1298,-2000,-0.1518
"2,021",1,"30,713","30,559","Boise, ID","Seattle, WA",35570,116.12,110.01,62810,6.11,0.0556,-27240,-0.4337
"2,021",1,"30,713","31,884","Boise, ID","Spokane, WA",13430,151.75,117.43,27050,34.31,0.2922,-13620,-0.5035
"2,021",1,"30,713","34,057","Boise, ID","Portland, OR",15660,169.14,147.34,40340,21.8,0.148,-24680,-0.6118
"2,021",1,"30,721","30,198","Boston, MA (Metropolitan Area)","Pittsburgh, PA",10810,156.51,141.06,58960,15.45,0.1095,-48150,-0.8167
"2,021",1,"30,721","30,693","Boston, MA (Metropolitan Area)","Nashville, TN",18310,176.43,148.28,83790,28.14,0.1898,-65480,-0.7815
"2,021",1,"30,721","30,994","Boston, MA (Metropolitan Area)","Charleston, SC",14120,195.7,171.49,36160,24.2,0.1411,-22040,-0.6095
"2,021",1,"30,721","31,650","Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",16690,204.35,175.78,76200,28.57,0.1625,-59510,-0.781
"2,021",1,"30,721","34,100","Boston, MA (Metropolitan Area)","Philadelphia, PA",14460,182.03,151.95,147570,30.08,0.198,-133110,-0.902
"2,021",1,"30,792","31,703","Buffalo, NY","New York City, NY (Metropolitan Area)",15170,172.32,155.22,73660,17.1,0.1101,-58490,-0.794
"2,021",1,"30,792","31,714","Buffalo, NY","Fort Myers, FL",10520,179.22,164.08,26230,15.14,0.0923,-15710,-0.5989
"2,021",1,"30,849","30,325","Bozeman, MT","Denver, CO",8760,192.9,182.3,16910,10.6,0.0581,-8150,-0.482
"2,021",1,"30,977","31,136","Chicago, IL","Jacksonville, FL",22900,203.18,182.92,45970,20.26,0.1108,-23070,-0.5018
"2,021",1,"30,994","31,703","Charleston, SC","New York City, NY (Metropolitan Area)",36500,168.99,152.93,91840,16.06,0.105,-55340,-0.6026
"2,021",1,"31,003","34,082","Cedar Rapids/Iowa City, IA","Punta Gorda, FL",13210,123.61,117.48,14000,6.13,0.0522,-790,-0.0564
"2,021",1,"31,066","33,195","Columbus, OH","Tampa, FL (Metropolitan Area)",33580,152.53,145.08,50560,7.45,0.0514,-16980,-0.3358
"2,021",1,"31,295","31,136","Detroit, MI","Jacksonville, FL",12560,195.32,160.95,25230,34.37,0.2135,-12670,-0.5022
"2,021",1,"31,295","31,714","Detroit, MI","Fort Myers, FL",125650,208.39,191.01,130580,17.38,0.091,-4930,-0.0378
"2,021",1,"31,295","34,027","Detroit, MI","West Palm Beach/Palm Beach, FL",19510,245.53,226.86,25350,18.67,0.0823,-5840,-0.2304
"2,021",1,"31,423","34,082","Des Moines, IA","Punta Gorda, FL",11800,135.21,125.3,11700,9.91,0.0791,100,0.0086
"2,021",1,"31,453","33,044","Houston, TX","Louisville, KY",8240,208.73,195.99,18570,12.73,0.065,-10330,-0.5563
"2,021",1,"31,453","33,342","Houston, TX","Milwaukee, WI",8250,214.55,200.69,21350,13.86,0.0691,-13100,-0.6136
"2,021",1,"31,637","30,466","Fargo, ND","Phoenix, AZ",30720,131.8,119.54,44100,12.26,0.1025,-13380,-0.3034
"2,021",1,"31,703","33,214","New York City, NY (Metropolitan Area)","San Antonio, TX",11320,262.95,240.28,64370,22.66,0.0943,-53050,-0.8241
"2,021",1,"31,703","34,057","New York City, NY (Metropolitan Area)","Portland, OR",14960,257.81,232.1,75050,25.71,0.1108,-60090,-0.8007
"2,021",1,"31,703","34,685","New York City, NY (Metropolitan Area)","Savannah, GA",24380,165.31,151.97,64330,13.34,0.0878,-39950,-0.621
"2,021",1,"31,714","33,316","Fort Myers, FL","Omaha, NE",10800,211.78,193.54,11660,18.25,0.0943,-860,-0.0738
"2,021",1,"31,721","34,082","Flint, MI","Punta Gorda, FL",19110,122.42,106.66,21660,15.75,0.1477,-2550,-0.1177
"2,021",1,"31,823","34,082","Fort Wayne, IN","Punta Gorda, FL",14590,123.47,92.67,19040,30.8,0.3323,-4450,-0.2337
"2,021",1,"31,986","34,082","Grand Rapids, MI","Punta Gorda, FL",20410,124.31,103.69,22810,20.62,0.1989,-2400,-0.1052
"2,021",1,"31,986","34,761","Grand Rapids, MI","Sanford, FL",21820,104.23,99.09,29650,5.14,0.0518,-7830,-0.2641
"2,021",1,"32,337","30,559","Indianapolis, IN","Seattle, WA",8170,222.83,205.32,19090,17.51,0.0853,-10920,-0.572
"2,021",1,"32,337","34,082","Indianapolis, IN","Punta Gorda, FL",15270,111.74,86.21,15280,25.53,0.2961,-10,-0.0006
"2,021",1,"32,337","34,761","Indianapolis, IN","Sanford, FL",8190,96.26,84.94,7730,11.32,0.1332,460,0.0595
"2,021",1,"32,337","34,986","Indianapolis, IN","Sarasota/Bradenton, FL",15970,137.26,112.66,15400,24.6,0.2184,570,0.037
"2,021",1,"32,575","30,436","Los Angeles, CA (Metropolitan Area)","Tucson, AZ",13260,164.52,155.93,56790,8.58,0.055,-43530,-0.7665
"2,021",1,"32,575","34,057","Los Angeles, CA (Metropolitan Area)","Portland, OR",97390,158.89,144.46,317810,14.43,0.0999,-220420,-0.6936
"2,021",1,"32,945","34,082","Lexington, KY","Punta Gorda, FL",9370,104.62,85.04,10420,19.57,0.2302,-1050,-0.1008
"2,021",1,"33,044","34,082","Louisville, KY","Punta Gorda, FL",8430,96.33,86.27,9470,10.06,0.1166,-1040,-0.1098
"2,021",1,"33,105","31,504","Cincinnati, OH","Valparaiso, FL",7570,114.87,107.26,7440,7.61,0.0709,130,0.0175
"2,021",1,"33,105","31,714","Cincinnati, OH","Fort Myers, FL",30140,180.13,170.89,31850,9.24,0.0541,-1710,-0.0537
"2,021",1,"33,105","34,082","Cincinnati, OH","Punta Gorda, FL",17610,97.81,82.68,17720,15.13,0.183,-110,-0.0062
"2,021",1,"33,105","34,761","Cincinnati, OH","Sanford, FL",9420,92.41,83.42,12130,8.98,0.1077,-2710,-0.2234
"2,021",1,"33,192","33,570","Sacramento, CA","San Diego, CA",56580,128.65,107.0,165320,21.65,0.2023,-108740,-0.6578
"2,021",1,"33,195","35,165","Tampa, FL (Metropolitan Area)","Toledo, OH",7380,106.14,92.79,7550,13.36,0.144,-170,-0.0225
"2,021",1,"33,198","30,559","Kansas City, MO","Seattle, WA",12390,193.31,181.84,30910,11.47,0.0631,-18520,-0.5992
"2,021",1,"33,485","30,466","Madison, WI","Phoenix, AZ",12080,226.33,201.45,19420,24.88,0.1235,-7340,-0.378
"2,021",1,"33,486","30,466","Missoula, MT","Phoenix, AZ",7440,142.65,132.7,9150,9.95,0.075,-1710,-0.1869
"2,021",1,"33,851","30,852","Oklahoma City, OK","Washington, DC (Metropolitan Area)",8930,222.1,211.01,28590,11.1,0.0526,-19660,-0.6876
"2,021",1,"33,851","31,454","Oklahoma City, OK","Orlando, FL",12230,196.71,185.81,22020,10.9,0.0587,-9790,-0.4446
"2,021",1,"34,057","31,884","Portland, OR","Spokane, WA",10360,175.51,159.74,29710,15.77,0.0987,-19350,-0.6513
"2,021",1,"34,082","34,512","Punta Gorda, FL","Rockford, IL",11520,112.81,97.93,13320,14.88,0.152,-1800,-0.1351
"2,021",1,"34,082","34,696","Punta Gorda, FL","South Bend, IN",15030,102.02,93.6,15100,8.41,0.0899,-70,-0.0046
"2,021",1,"34,082","34,952","Punta Gorda, FL","Springfield, IL",10910,97.96,87.27,10910,10.69,0.1224,0,0.0
"2,021",1,"34,108","34,082","Peoria, IL","Punta Gorda, FL",12560,113.97,105.75,16010,8.22,0.0777,-3450,-0.2155
"2,020",4,"30,423","31,295","Austin, TX","Detroit, MI",16470,196.07,190.36,54510,5.7,0.03,-38040,-0.6978
"2,020",4,"30,431","33,195","Asheville, NC","Tampa, FL (Metropolitan Area)",13850,107.31,104.31,25390,3.0,0.0288,-11540,-0.4545
"2,020",4,"30,431","34,761","Asheville, NC","Sanford, FL",8010,80.93,76.07,16630,4.86,0.0639,-8620,-0.5183
"2,020",4,"30,466","34,314","Phoenix, AZ","Provo, UT",16310,85.95,80.16,25290,5.79,0.0722,-8980,-0.3551
"2,020",4,"30,559","31,884","Seattle, WA","Spokane, WA",29180,130.47,122.3,130650,8.17,0.0668,-101470,-0.7767
"2,020",4,"30,713","30,559","Boise, ID","Seattle, WA",38620,119.51,118.27,94970,1.24,0.0105,-56350,-0.5934
"2,020",4,"30,713","31,884","Boise, ID","Spokane, WA",14630,122.59,115.98,39000,6.61,0.057,-24370,-0.6249
"2,020",4,"30,721","34,100","Boston, MA (Metropolitan Area)","Philadelphia, PA",18450,168.44,163.74,250650,4.71,0.0287,-232200,-0.9264
"2,020",4,"31,136","32,467","Jacksonville, FL","Miami, FL (Metropolitan Area)",9070,154.85,137.84,66670,17.01,0.1234,-57600,-0.864
"2,020",4,"31,295","31,136","Detroit, MI","Jacksonville, FL",9620,186.92,165.63,33500,21.3,0.1286,-23880,-0.7128
"2,020",4,"31,295","33,198","Detroit, MI","Kansas City, MO",12660,190.47,187.56,39020,2.91,0.0155,-26360,-0.6756
"2,020",4,"31,638","32,211","Fresno, CA","Las Vegas, NV",9750,105.37,98.59,26600,6.79,0.0688,-16850,-0.6335
"2,020",4,"31,650","33,192","Minneapolis/St. Paul, MN","Sacramento, CA",11850,224.0,220.37,37870,3.62,0.0164,-26020,-0.6871
"2,020",4,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",15970,188.32,183.53,81420,4.79,0.0261,-65450,-0.8039
"2,020",4,"31,986","34,082","Grand Rapids, MI","Punta Gorda, FL",13510,132.01,122.39,17820,9.61,0.0785,-4310,-0.2419
"2,020",4,"32,211","34,716","Las Vegas, NV","Stockton, CA",7770,94.45,89.23,25180,5.22,0.0585,-17410,-0.6914
"2,020",4,"32,337","31,136","Indianapolis, IN","Jacksonville, FL",7020,175.65,170.36,18160,5.29,0.031,-11140,-0.6134
"2,020",4,"32,575","30,436","Los Angeles, CA (Metropolitan Area)","Tucson, AZ",13280,164.85,157.48,80590,7.38,0.0468,-67310,-0.8352
"2,020",4,"32,575","34,057","Los Angeles, CA (Metropolitan Area)","Portland, OR",112770,163.22,161.28,491470,1.95,0.0121,-378700,-0.7706
"2,020",4,"33,105","34,082","Cincinnati, OH","Punta Gorda, FL",11580,97.62,95.97,19580,1.65,0.0172,-8000,-0.4086
"2,020",4,"33,192","33,570","Sacramento, CA","San Diego, CA",57660,138.97,121.55,222500,17.42,0.1433,-164840,-0.7408
"2,020",4,"34,057","30,559","Portland, OR","Seattle, WA",7010,153.14,141.8,77600,11.34,0.08,-70590,-0.9097
"2,020",4,"34,492","33,195","Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",17350,158.0,155.42,65800,2.59,0.0166,-48450,-0.7363
"2,020",3,"30,154","31,703","Nantucket, MA","New York City, NY (Metropolitan Area)",11480,204.66,198.92,55450,5.74,0.0289,-43970,-0.793
"2,020",3,"30,397","34,027","Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",12180,213.48,184.37,57380,29.11,0.1579,-45200,-0.7877
"2,020",3,"30,423","34,614","Austin, TX","Salt Lake City, UT",15060,200.05,196.02,41870,4.02,0.0205,-26810,-0.6403
"2,020",3,"30,431","32,467","Asheville, NC","Miami, FL (Metropolitan Area)",8480,118.17,109.29,28910,8.88,0.0812,-20430,-0.7067
"2,020",3,"30,466","34,314","Phoenix, AZ","Provo, UT",9120,79.01,75.23,23000,3.78,0.0502,-13880,-0.6035
"2,020",3,"30,559","31,884","Seattle, WA","Spokane, WA",19310,139.48,129.24,102580,10.24,0.0793,-83270,-0.8118
"2,020",3,"30,615","33,570","El Paso, TX","San Diego, CA",6050,145.86,125.89,29670,19.97,0.1586,-23620,-0.7961
"2,020",3,"30,647","31,135","Cleveland, OH (Metropolitan Area)","Myrtle Beach, SC",6400,107.41,103.74,17410,3.67,0.0354,-11010,-0.6324
"2,020",3,"30,713","30,559","Boise, ID","Seattle, WA",29810,129.39,122.8,86780,6.58,0.0536,-56970,-0.6565
"2,020",3,"30,713","31,884","Boise, ID","Spokane, WA",10710,116.29,113.78,38270,2.51,0.0221,-27560,-0.7202
"2,020",3,"30,713","34,057","Boise, ID","Portland, OR",13100,153.58,150.24,52210,3.34,0.0222,-39110,-0.7491
"2,020",3,"30,721","34,524","Boston, MA (Metropolitan Area)","Richmond, VA",7790,161.21,156.45,77830,4.76,0.0304,-70040,-0.8999
"2,020",3,"30,994","32,467","Charleston, SC","Miami, FL (Metropolitan Area)",7360,160.01,149.2,30920,10.81,0.0724,-23560,-0.762
"2,020",3,"31,295","31,136","Detroit, MI","Jacksonville, FL",8900,155.12,148.73,29080,6.39,0.0429,-20180,-0.694
"2,020",3,"31,638","32,211","Fresno, CA","Las Vegas, NV",6800,102.45,99.47,21840,2.98,0.03,-15040,-0.6886
"2,020",3,"31,648","32,575","Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11770,211.13,208.87,25240,2.26,0.0108,-13470,-0.5337
"2,020",3,"31,834","31,504","Fayetteville, AR","Valparaiso, FL",6380,105.02,97.32,13010,7.71,0.0792,-6630,-0.5096
"2,020",3,"32,211","34,716","Las Vegas, NV","Stockton, CA",7050,95.01,87.43,24390,7.58,0.0868,-17340,-0.711
"2,020",3,"32,575","34,433","Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",6040,164.72,154.97,43950,9.75,0.0629,-37910,-0.8626
"2,020",3,"32,575","34,614","Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",108320,157.29,151.0,367400,6.29,0.0417,-259080,-0.7052
"2,020",3,"33,105","34,082","Cincinnati, OH","Punta Gorda, FL",6600,85.1,79.9,17160,5.2,0.0651,-10560,-0.6154
"2,020",3,"33,192","33,570","Sacramento, CA","San Diego, CA",58330,117.35,113.29,233120,4.06,0.0358,-174790,-0.7498
"2,020",3,"33,264","30,559","Medford, OR","Seattle, WA",6660,142.74,120.86,23820,21.88,0.181,-17160,-0.7204
"2,020",3,"34,492","33,195","Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",11580,144.68,133.1,60730,11.58,0.087,-49150,-0.8093
"2,020",3,"34,614","33,570","Salt Lake City, UT","San Diego, CA",37980,154.44,141.55,120420,12.89,0.091,-82440,-0.6846
"2,020",2,"30,198","34,082","Pittsburgh, PA","Punta Gorda, FL",3250,103.73,85.28,15440,18.45,0.2163,-12190,-0.7895
"2,020",2,"30,325","31,871","Denver, CO","Greenville/Spartanburg, SC",2530,200.57,177.0,17870,23.57,0.1332,-15340,-0.8584
"2,020",2,"30,466","34,314","Phoenix, AZ","Provo, UT",5120,88.98,75.15,27230,13.83,0.184,-22110,-0.812
"2,020",2,"30,559","31,884","Seattle, WA","Spokane, WA",7210,150.8,135.42,109100,15.38,0.1136,-101890,-0.9339
"2,020",2,"30,713","34,057","Boise, ID","Portland, OR",5120,170.34,142.92,53990,27.42,0.1918,-48870,-0.9052
"2,020",2,"30,792","31,703","Buffalo, NY","New York City, NY (Metropolitan Area)",3100,203.22,153.28,151470,49.95,0.3258,-148370,-0.9795
"2,020",2,"30,977","31,135","Chicago, IL","Myrtle Beach, SC",2540,159.3,143.56,20950,15.74,0.1096,-18410,-0.8788
"2,020",2,"31,295","31,453","Detroit, MI","Houston, TX",10020,244.55,215.69,80730,28.86,0.1338,-70710,-0.8759
"2,020",2,"31,703","34,685","New York City, NY (Metropolitan Area)","Savannah, GA",6280,202.75,177.43,117920,25.32,0.1427,-111640,-0.9467
"2,020",2,"32,337","34,082","Indianapolis, IN","Punta Gorda, FL",4700,104.67,86.24,20450,18.43,0.2137,-15750,-0.7702
"2,020",2,"32,467","31,454","Miami, FL (Metropolitan Area)","Orlando, FL",2780,153.24,131.88,60640,21.36,0.162,-57860,-0.9542
"2,020",2,"32,575","34,614","Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",42930,162.52,145.54,361540,16.97,0.1166,-318610,-0.8813
"2,020",2,"33,105","34,082","Cincinnati, OH","Punta Gorda, FL",6050,92.91,83.7,27110,9.21,0.11,-21060,-0.7768
"2,020",2,"33,264","30,559","Medford, OR","Seattle, WA",2610,141.15,120.97,21970,20.18,0.1668,-19360,-0.8812
"2,020",2,"34,262","30,559","Palm Springs, CA","Seattle, WA",7430,245.26,192.23,64030,53.03,0.2759,-56600,-0.884
"2,020",2,"34,614","33,570","Salt Lake City, UT","San Diego, CA",12290,169.27,143.51,109120,25.76,0.1795,-96830,-0.8874
"2,020",1,"30,194","31,714","Dallas/Fort Worth, TX","Fort Myers, FL",28850,279.16,233.49,38840,45.67,0.1956,-9990,-0.2572
"2,020",1,"30,325","33,044","Denver, CO","Louisville, KY",15610,237.92,189.11,14780,48.8,0.2581,830,0.0562
"2,020",1,"30,325","34,262","Denver, CO","Palm Springs, CA",18410,225.51,194.73,26270,30.78,0.1581,-7860,-0.2992
"2,020",1,"30,423","34,100","Austin, TX","Philadelphia, PA",27700,291.56,250.01,39550,41.55,0.1662,-11850,-0.2996
"2,020",1,"30,466","34,492","Phoenix, AZ","Raleigh/Durham, NC",25780,302.06,248.93,35720,53.13,0.2134,-9940,-0.2783
"2,020",1,"30,529","30,852","Hartford, CT","Washington, DC (Metropolitan Area)",47040,210.26,152.74,84420,57.52,0.3766,-37380,-0.4428
"2,020",1,"30,647","33,570","Cleveland, OH (Metropolitan Area)","San Diego, CA",13390,272.89,230.72,23000,42.17,0.1828,-9610,-0.4178
"2,020",1,"30,713","34,614","Boise, ID","Salt Lake City, UT",16980,218.97,181.84,22370,37.13,0.2042,-5390,-0.241
"2,020",1,"30,721","30,792","Boston, MA (Metropolitan Area)","Buffalo, NY",28280,135.25,112.06,37310,23.19,0.2069,-9030,-0.242
"2,020",1,"30,785","31,703","Burlington, VT","New York City, NY (Metropolitan Area)",23430,167.16,144.51,31240,22.65,0.1568,-7810,-0.25
"2,020",1,"30,792","31,703","Buffalo, NY","New York City, NY (Metropolitan Area)",73660,155.22,134.67,97840,20.55,0.1526,-24180,-0.2471
"2,020",1,"30,977","34,262","Chicago, IL","Palm Springs, CA",25190,312.56,253.0,39680,59.56,0.2354,-14490,-0.3652
"2,020",1,"31,136","32,211","Jacksonville, FL","Las Vegas, NV",18450,277.15,226.86,26020,50.29,0.2217,-7570,-0.2909
"2,020",1,"31,714","30,466","Fort Myers, FL","Phoenix, AZ",15750,309.37,234.22,21340,75.15,0.3209,-5590,-0.262
"2,020",1,"31,714","30,693","Fort Myers, FL","Nashville, TN",14890,225.34,177.05,21590,48.3,0.2728,-6700,-0.3103
"2,020",1,"32,211","33,667","Las Vegas, NV","Norfolk, VA (Metropolitan Area)",16110,259.35,223.33,24320,36.02,0.1613,-8210,-0.3376
"2,020",1,"32,467","31,454","Miami, FL (Metropolitan Area)","Orlando, FL",47580,150.87,128.87,70090,22.0,0.1707,-22510,-0.3212
"2,020",1,"32,467","33,195","Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",58930,182.18,158.1,85110,24.09,0.1524,-26180,-0.3076
"2,020",1,"32,575","33,342","Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",25270,285.14,244.24,41950,40.9,0.1675,-16680,-0.3976
"2,020",1,"32,575","34,100","Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",133860,297.06,257.16,185420,39.9,0.1552,-51560,-0.2781
"2,020",1,"33,198","33,570","Kansas City, MO","San Diego, CA",28320,229.9,195.12,44290,34.78,0.1782,-15970,-0.3606
"2,020",1,"33,214","33,195","San Antonio, TX","Tampa, FL (Metropolitan Area)",18580,236.99,203.57,26100,33.42,0.1642,-7520,-0.2881
"2,020",1,"33,214","33,570","San Antonio, TX","San Diego, CA",24230,260.64,203.61,35140,57.03,0.2801,-10910,-0.3105
"2,020",1,"33,342","33,570","Milwaukee, WI","San Diego, CA",13760,239.15,201.66,21950,37.48,0.1859,-8190,-0.3731
"2,020",1,"34,004","30,466","Everett, WA","Phoenix, AZ",18050,166.2,115.2,60,51.0,0.4427,17990,299.8333
"2,020",1,"34,100","30,466","Philadelphia, PA","Phoenix, AZ",65580,322.84,275.16,92880,47.69,0.1733,-27300,-0.2939
"2,020",1,"34,492","33,214","Raleigh/Durham, NC","San Antonio, TX",13610,215.62,182.32,20760,33.31,0.1827,-7150,-0.3444
"2,020",1,"34,492","33,570","Raleigh/Durham, NC","San Diego, CA",18640,291.88,241.66,26360,50.22,0.2078,-7720,-0.2929
"2,019",4,"30,198","33,570","Pittsburgh, PA","San Diego, CA",21190,308.15,243.4,23540,64.74,0.266,-2350,-0.0998
"2,019",4,"30,325","33,198","Denver, CO","Kansas City, MO",103810,171.24,148.29,108560,22.95,0.1548,-4750,-0.0438
"2,019",4,"30,397","31,650","Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",100230,267.46,231.85,114050,35.61,0.1536,-13820,-0.1212
"2,019",4,"30,529","30,852","Hartford, CT","Washington, DC (Metropolitan Area)",85410,202.8,155.08,106230,47.72,0.3077,-20820,-0.196
"2,019",4,"30,529","32,457","Hartford, CT","San Francisco, CA (Metropolitan Area)",28450,369.94,311.02,34260,58.93,0.1895,-5810,-0.1696
"2,019",4,"30,647","33,570","Cleveland, OH (Metropolitan Area)","San Diego, CA",22830,291.01,243.66,24550,47.35,0.1944,-1720,-0.0701
"2,019",4,"30,713","34,614","Boise, ID","Salt Lake City, UT",20320,221.47,174.45,22730,47.02,0.2695,-2410,-0.106
"2,019",4,"30,721","31,650","Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",139990,198.1,170.91,162070,27.19,0.1591,-22080,-0.1362
"2,019",4,"30,721","32,337","Boston, MA (Metropolitan Area)","Indianapolis, IN",57280,251.16,213.06,66700,38.1,0.1788,-9420,-0.1412
"2,019",4,"30,721","33,198","Boston, MA (Metropolitan Area)","Kansas City, MO",50870,239.89,197.73,58500,42.15,0.2132,-7630,-0.1304
"2,019",4,"30,792","30,194","Buffalo, NY","Dallas/Fort Worth, TX",19660,293.85,236.19,19780,57.66,0.2441,-120,-0.0061
"2,019",4,"30,792","31,703","Buffalo, NY","New York City, NY (Metropolitan Area)",148850,166.39,144.58,148740,21.81,0.1508,110,0.0007
"2,019",4,"30,977","34,027","Chicago, IL","West Palm Beach/Palm Beach, FL",44400,314.05,267.76,47620,46.29,0.1729,-3220,-0.0676
"2,019",4,"31,454","30,559","Orlando, FL","Seattle, WA",90000,345.19,280.25,86180,64.94,0.2317,3820,0.0443
"2,019",4,"31,703","30,852","New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",236910,225.92,187.13,300490,38.79,0.2073,-63580,-0.2116
"2,019",4,"31,703","34,321","New York City, NY (Metropolitan Area)","Portland, ME",46930,180.5,140.87,54550,39.62,0.2813,-7620,-0.1397
"2,019",4,"32,211","33,044","Las Vegas, NV","Louisville, KY",21810,256.6,204.21,27120,52.4,0.2566,-5310,-0.1958
