Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax
"2,024",3,"30,647","31,714","Cleveland, OH (Metropolitan Area)","Fort Myers, FL",39950,147.0,123.45,41670,23.56,0.1908,-1720,-0.0413
"2,024",3,"30,647","32,211","Cleveland, OH (Metropolitan Area)","Las Vegas, NV",86610,227.59,176.44,89430,51.15,0.2899,-2820,-0.0315
"2,024",3,"30,693","31,454","Nashville, TN","Orlando, FL",102850,204.63,170.55,105530,34.09,0.1999,-2680,-0.0254
"2,024",3,"30,785","31,703","Burlington, VT","New York City, NY (Metropolitan Area)",25790,229.08,175.5,35080,53.58,0.3053,-9290,-0.2648
"2,024",3,"30,868","30,852","Columbia, SC","Washington, DC (Metropolitan Area)",25300,245.13,188.26,31700,56.87,0.3021,-6400,-0.2019
"2,024",3,"30,977","30,189","Chicago, IL","Colorado Springs, CO",22530,233.98,198.77,27200,35.21,0.1771,-4670,-0.1717
"2,024",3,"30,977","31,871","Chicago, IL","Greenville/Spartanburg, SC",28170,245.72,191.1,32300,54.62,0.2858,-4130,-0.1279
"2,024",3,"30,977","32,600","Chicago, IL","Little Rock, AR",21680,236.44,193.48,23620,42.95,0.222,-1940,-0.0821
"2,024",3,"31,057","31,066","Charlotte, NC","Columbus, OH",22310,306.94,257.37,21580,49.57,0.1926,730,0.0338
"2,024",3,"31,057","31,295","Charlotte, NC","Detroit, MI",56200,262.14,216.77,61040,45.37,0.2093,-4840,-0.0793
"2,024",3,"31,136","31,703","Jacksonville, FL","New York City, NY (Metropolitan Area)",175930,203.87,172.83,191050,31.03,0.1796,-15120,-0.0791
"2,024",3,"31,267","30,852","Dayton, OH","Washington, DC (Metropolitan Area)",22750,294.4,221.44,28760,72.96,0.3295,-6010,-0.209
"2,024",3,"31,295","33,214","Detroit, MI","San Antonio, TX",27190,301.86,238.08,29150,63.78,0.2679,-1960,-0.0672
"2,024",3,"31,453","33,044","Houston, TX","Louisville, KY",25890,269.27,224.76,28230,44.51,0.198,-2340,-0.0829
"2,024",3,"31,453","33,342","Houston, TX","Milwaukee, WI",26910,266.93,222.43,34870,44.5,0.2001,-7960,-0.2283
"2,024",3,"31,453","34,524","Houston, TX","Richmond, VA",21340,272.36,212.11,28060,60.25,0.2841,-6720,-0.2395
"2,024",3,"31,454","34,614","Orlando, FL","Salt Lake City, UT",90050,242.5,203.1,104310,39.4,0.194,-14260,-0.1367
"2,024",3,"31,454","35,356","Orlando, FL","Trenton, NJ",33900,100.46,78.73,41910,21.73,0.2761,-8010,-0.1911
"2,024",3,"31,603","32,575","Eugene, OR","Los Angeles, CA (Metropolitan Area)",52810,176.41,149.92,63560,26.48,0.1766,-10750,-0.1691
"2,024",3,"31,638","33,570","Fresno, CA","San Diego, CA",25860,189.98,157.51,28920,32.46,0.2061,-3060,-0.1058
"2,024",3,"31,703","32,457","New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",810920,450.45,375.29,864830,75.16,0.2003,-53910,-0.0623
"2,024",3,"31,703","33,667","New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",83730,171.83,136.05,94500,35.78,0.263,-10770,-0.114
"2,024",3,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA",69330,203.7,151.69,75370,52.01,0.3429,-6040,-0.0801
"2,024",3,"31,703","34,614","New York City, NY (Metropolitan Area)","Salt Lake City, UT",157360,327.65,279.57,173150,48.08,0.172,-15790,-0.0912
"2,024",3,"31,703","34,685","New York City, NY (Metropolitan Area)","Savannah, GA",113360,185.29,153.61,132830,31.68,0.2062,-19470,-0.1466
"2,024",3,"32,211","33,495","Las Vegas, NV","New Orleans, LA",62430,269.27,225.36,53710,43.91,0.1948,8720,0.1624
"2,024",3,"32,575","33,044","Los Angeles, CA (Metropolitan Area)","Louisville, KY",37190,272.88,213.14,46190,59.74,0.2803,-9000,-0.1948
"2,024",3,"32,575","33,244","Los Angeles, CA (Metropolitan Area)","Memphis, TN",47880,257.38,219.24,59550,38.14,0.1739,-11670,-0.196
"2,024",3,"33,105","32,211","Cincinnati, OH","Las Vegas, NV",57590,229.58,195.45,65960,34.13,0.1746,-8370,-0.1269
"2,024",3,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN",36780,242.31,204.81,39840,37.5,0.1831,-3060,-0.0768
"2,024",3,"33,198","34,492","Kansas City, MO","Raleigh/Durham, NC",21410,252.79,206.72,23140,46.06,0.2228,-1730,-0.0748
"2,024",3,"33,198","34,614","Kansas City, MO","Salt Lake City, UT",31850,274.8,234.51,34110,40.3,0.1718,-2260,-0.0663
"2,024",3,"33,485","31,703","Madison, WI","New York City, NY (Metropolitan Area)",31310,326.76,276.58,32940,50.18,0.1814,-1630,-0.0495
"2,024",3,"35,096","33,195","Syracuse, NY","Tampa, FL (Metropolitan Area)",25640,167.61,143.21,28140,24.39,0.1703,-2500,-0.0888
"2,024",3,"35,412","30,852","Knoxville, TN","Washington, DC (Metropolitan Area)",31260,232.99,199.11,33420,33.87,0.1701,-2160,-0.0646
"2,024",2,"30,194","33,044","Dallas/Fort Worth, TX","Louisville, KY",45250,271.74,241.35,44810,30.39,0.1259,440,0.0098
"2,024",2,"30,397","30,529","Atlanta, GA (Metropolitan Area)","Hartford, CT",63020,264.35,215.23,79430,49.11,0.2282,-16410,-0.2066
"2,024",2,"30,397","30,647","Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",90430,204.54,151.18,99470,53.36,0.3529,-9040,-0.0909
"2,024",2,"30,397","31,057","Atlanta, GA (Metropolitan Area)","Charlotte, NC",37440,322.73,264.14,40190,58.6,0.2218,-2750,-0.0684
"2,024",2,"30,397","32,337","Atlanta, GA (Metropolitan Area)","Indianapolis, IN",72030,228.38,202.2,71940,26.19,0.1295,90,0.0012
"2,024",2,"30,397","32,600","Atlanta, GA (Metropolitan Area)","Little Rock, AR",26240,236.83,205.75,27490,31.09,0.1511,-1250,-0.0455
"2,024",2,"30,397","34,524","Atlanta, GA (Metropolitan Area)","Richmond, VA",60860,232.76,204.85,69630,27.91,0.1363,-8770,-0.126
"2,024",2,"30,423","30,194","Austin, TX","Dallas/Fort Worth, TX",65660,212.94,178.43,67970,34.5,0.1934,-2310,-0.034
"2,024",2,"30,423","30,615","Austin, TX","El Paso, TX",42080,205.13,176.84,41960,28.28,0.1599,120,0.0029
"2,024",2,"30,423","30,852","Austin, TX","Washington, DC (Metropolitan Area)",168460,284.83,249.36,168980,35.47,0.1423,-520,-0.0031
"2,024",2,"30,423","31,295","Austin, TX","Detroit, MI",55570,296.48,202.57,70660,93.91,0.4636,-15090,-0.2136
"2,024",2,"30,423","32,457","Austin, TX","San Francisco, CA (Metropolitan Area)",205550,326.54,283.79,194510,42.76,0.1507,11040,0.0568
"2,024",2,"30,423","32,575","Austin, TX","Los Angeles, CA (Metropolitan Area)",286390,238.5,212.92,284860,25.58,0.1201,1530,0.0054
"2,024",2,"30,423","33,105","Austin, TX","Cincinnati, OH",24360,244.66,190.83,30260,53.83,0.2821,-5900,-0.195
"2,024",2,"30,721","30,647","Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",72210,225.88,195.41,71550,30.47,0.1559,660,0.0092
"2,024",2,"30,721","32,337","Boston, MA (Metropolitan Area)","Indianapolis, IN",59410,309.6,268.08,61400,41.52,0.1549,-1990,-0.0324
"2,024",2,"30,721","33,198","Boston, MA (Metropolitan Area)","Kansas City, MO",51850,287.95,229.01,59050,58.93,0.2573,-7200,-0.1219
"2,024",2,"30,785","30,852","Burlington, VT","Washington, DC (Metropolitan Area)",23960,257.36,212.24,27750,45.12,0.2126,-3790,-0.1366
"2,024",2,"30,868","30,852","Columbia, SC","Washington, DC (Metropolitan Area)",27820,248.95,208.21,31330,40.75,0.1957,-3510,-0.112
"2,024",2,"30,977","31,871","Chicago, IL","Greenville/Spartanburg, SC",26350,250.13,209.38,29670,40.75,0.1946,-3320,-0.1119
"2,024",2,"30,994","31,703","Charleston, SC","New York City, NY (Metropolitan Area)",196340,201.58,179.42,218040,22.16,0.1235,-21700,-0.0995
"2,024",2,"30,994","32,575","Charleston, SC","Los Angeles, CA (Metropolitan Area)",36860,351.79,298.6,42850,53.2,0.1782,-5990,-0.1398
"2,024",2,"30,994","34,100","Charleston, SC","Philadelphia, PA",50220,220.75,192.9,55740,27.85,0.1444,-5520,-0.099
"2,024",2,"31,136","31,703","Jacksonville, FL","New York City, NY (Metropolitan Area)",186150,218.14,179.39,219330,38.75,0.216,-33180,-0.1513
"2,024",2,"31,267","30,852","Dayton, OH","Washington, DC (Metropolitan Area)",25560,299.51,245.56,26750,53.95,0.2197,-1190,-0.0445
"2,024",2,"31,453","33,044","Houston, TX","Louisville, KY",30070,273.23,240.65,30890,32.58,0.1354,-820,-0.0266
"2,024",2,"31,603","32,575","Eugene, OR","Los Angeles, CA (Metropolitan Area)",58240,181.94,157.73,64280,24.2,0.1534,-6040,-0.094
"2,024",2,"31,638","32,211","Fresno, CA","Las Vegas, NV",38850,136.72,119.71,41330,17.01,0.1421,-2480,-0.06
"2,024",2,"31,638","33,570","Fresno, CA","San Diego, CA",24470,196.67,165.27,26820,31.4,0.19,-2350,-0.0876
"2,024",2,"31,703","30,852","New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",251240,221.6,190.35,269720,31.25,0.1642,-18480,-0.0685
"2,024",2,"31,703","32,457","New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",831890,476.77,402.3,857590,74.46,0.1851,-25700,-0.03
"2,024",2,"31,703","34,321","New York City, NY (Metropolitan Area)","Portland, ME",49520,218.61,184.43,53000,34.18,0.1853,-3480,-0.0657
"2,024",2,"31,703","34,576","New York City, NY (Metropolitan Area)","Rochester, NY",62590,181.28,159.67,67150,21.61,0.1354,-4560,-0.0679
"2,024",2,"31,703","34,685","New York City, NY (Metropolitan Area)","Savannah, GA",126270,209.77,177.05,145860,32.72,0.1848,-19590,-0.1343
"2,024",2,"32,211","30,466","Las Vegas, NV","Phoenix, AZ",177920,158.31,139.76,164000,18.56,0.1328,13920,0.0849
"2,024",2,"32,211","32,467","Las Vegas, NV","Miami, FL (Metropolitan Area)",186880,270.8,235.59,191970,35.2,0.1494,-5090,-0.0265
"2,024",2,"32,211","33,044","Las Vegas, NV","Louisville, KY",33130,242.32,205.4,32780,36.92,0.1798,350,0.0107
"2,024",2,"32,211","33,195","Las Vegas, NV","Tampa, FL (Metropolitan Area)",93620,262.35,214.47,97650,47.87,0.2232,-4030,-0.0413
"2,024",2,"32,211","33,570","Las Vegas, NV","San Diego, CA",182170,129.9,112.24,170250,17.66,0.1574,11920,0.07
"2,024",2,"32,457","30,559","San Francisco, CA (Metropolitan Area)","Seattle, WA",557130,198.81,176.92,535590,21.89,0.1237,21540,0.0402
"2,024",2,"32,575","33,044","Los Angeles, CA (Metropolitan Area)","Louisville, KY",40410,293.29,243.38,46520,49.92,0.2051,-6110,-0.1313
"2,024",2,"32,575","34,433","Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",55530,174.37,154.2,51940,20.16,0.1307,3590,0.0691
"2,024",2,"33,105","32,211","Cincinnati, OH","Las Vegas, NV",65420,230.33,201.14,72510,29.19,0.1451,-7090,-0.0978
"2,024",2,"33,198","32,211","Kansas City, MO","Las Vegas, NV",77360,238.26,191.41,82870,46.85,0.2448,-5510,-0.0665
"2,024",2,"33,495","33,195","New Orleans, LA","Tampa, FL (Metropolitan Area)",44460,182.41,158.21,49430,24.2,0.1529,-4970,-0.1006
"2,024",1,"30,194","31,703","Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",468140,249.71,202.5,479260,47.21,0.2331,-11120,-0.0232
"2,024",1,"30,194","34,100","Dallas/Fort Worth, TX","Philadelphia, PA",103090,322.65,265.58,114770,57.07,0.2149,-11680,-0.1018
"2,024",1,"30,325","30,529","Denver, CO","Hartford, CT",23140,301.64,235.82,29140,65.82,0.2791,-6000,-0.2059
"2,024",1,"30,397","30,529","Atlanta, GA (Metropolitan Area)","Hartford, CT",37400,303.19,214.87,51600,88.32,0.4111,-14200,-0.2752
"2,024",1,"30,397","30,647","Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",63480,199.25,160.47,72600,38.79,0.2417,-9120,-0.1256
"2,024",1,"30,397","30,721","Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",185640,259.19,203.36,190340,55.83,0.2746,-4700,-0.0247
"2,024",1,"30,423","30,615","Austin, TX","El Paso, TX",33640,194.13,161.87,37400,32.25,0.1992,-3760,-0.1005
"2,024",1,"30,423","31,123","Austin, TX","St. Louis, MO",30020,211.25,175.05,36130,36.2,0.2068,-6110,-0.1691
"2,024",1,"30,423","31,295","Austin, TX","Detroit, MI",40400,310.86,223.89,47110,86.97,0.3885,-6710,-0.1424
"2,024",1,"30,529","30,852","Hartford, CT","Washington, DC (Metropolitan Area)",50490,223.34,181.56,52860,41.78,0.2301,-2370,-0.0448
"2,024",1,"30,529","35,628","Hartford, CT","Vero Beach, FL",18340,111.58,93.76,4180,17.82,0.19,14160,3.3876
"2,024",1,"30,647","32,575","Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",59590,299.66,253.02,65570,46.64,0.1843,-5980,-0.0912
"2,024",1,"30,713","30,466","Boise, ID","Phoenix, AZ",57330,219.06,167.89,64030,51.17,0.3048,-6700,-0.1046
"2,024",1,"30,713","32,457","Boise, ID","San Francisco, CA (Metropolitan Area)",49440,213.33,171.99,54570,41.34,0.2404,-5130,-0.094
"2,024",1,"30,713","33,192","Boise, ID","Sacramento, CA",28260,186.36,157.54,28230,28.82,0.1829,30,0.0011
"2,024",1,"30,713","33,570","Boise, ID","San Diego, CA",31170,217.63,172.25,36670,45.37,0.2634,-5500,-0.15
"2,024",1,"30,721","30,977","Boston, MA (Metropolitan Area)","Chicago, IL",236290,199.21,157.08,227770,42.13,0.2682,8520,0.0374
"2,024",1,"30,721","33,198","Boston, MA (Metropolitan Area)","Kansas City, MO",26470,283.81,178.31,32470,105.49,0.5916,-6000,-0.1848
"2,024",1,"30,721","33,342","Boston, MA (Metropolitan Area)","Milwaukee, WI",27390,191.62,161.64,27500,29.98,0.1854,-110,-0.004
"2,024",1,"30,721","34,492","Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",115780,211.64,168.56,118460,43.08,0.2556,-2680,-0.0226
"2,024",1,"30,785","31,703","Burlington, VT","New York City, NY (Metropolitan Area)",18570,263.18,163.29,28480,99.89,0.6117,-9910,-0.348
"2,024",1,"30,977","30,529","Chicago, IL","Hartford, CT",37490,278.31,222.09,40170,56.22,0.2531,-2680,-0.0667
"2,024",1,"30,977","34,524","Chicago, IL","Richmond, VA",27470,258.51,214.09,28280,44.42,0.2075,-810,-0.0286
"2,024",1,"30,994","31,703","Charleston, SC","New York City, NY (Metropolitan Area)",133770,202.06,169.76,134460,32.29,0.1902,-690,-0.0051
"2,024",1,"30,994","32,575","Charleston, SC","Los Angeles, CA (Metropolitan Area)",26890,355.39,283.91,30810,71.48,0.2518,-3920,-0.1272
"2,024",1,"31,057","30,693","Charlotte, NC","Nashville, TN",49610,230.46,191.48,56980,38.98,0.2036,-7370,-0.1293
"2,024",1,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)",259750,217.82,181.4,282680,36.42,0.2008,-22930,-0.0811
"2,024",1,"31,136","31,703","Jacksonville, FL","New York City, NY (Metropolitan Area)",163730,204.75,170.67,190600,34.08,0.1996,-26870,-0.141
"2,024",1,"31,295","31,453","Detroit, MI","Houston, TX",96440,265.76,209.86,84700,55.9,0.2664,11740,0.1386
"2,024",1,"31,295","33,198","Detroit, MI","Kansas City, MO",20820,361.91,303.49,23840,58.42,0.1925,-3020,-0.1267
"2,024",1,"31,295","34,100","Detroit, MI","Philadelphia, PA",40370,270.59,200.49,47640,70.09,0.3496,-7270,-0.1526
"2,024",1,"31,453","30,198","Houston, TX","Pittsburgh, PA",39380,313.07,255.85,44250,57.22,0.2236,-4870,-0.1101
"2,024",1,"31,650","31,703","Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",145340,290.2,237.44,147940,52.76,0.2222,-2600,-0.0176
"2,024",1,"31,703","32,457","New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",614180,448.12,361.56,618940,86.56,0.2394,-4760,-0.0077
"2,024",1,"31,703","34,321","New York City, NY (Metropolitan Area)","Portland, ME",24330,238.09,193.01,26440,45.08,0.2336,-2110,-0.0798
"2,024",1,"31,703","34,576","New York City, NY (Metropolitan Area)","Rochester, NY",47330,176.41,145.74,53180,30.67,0.2105,-5850,-0.11
"2,024",1,"32,211","33,044","Las Vegas, NV","Louisville, KY",24610,280.93,229.32,27300,51.61,0.2251,-2690,-0.0985
"2,024",1,"32,211","33,195","Las Vegas, NV","Tampa, FL (Metropolitan Area)",89260,262.58,222.36,92110,40.23,0.1809,-2850,-0.0309
"2,024",1,"32,211","34,100","Las Vegas, NV","Philadelphia, PA",98850,322.52,266.99,111190,55.54,0.208,-12340,-0.111
"2,024",1,"32,457","30,559","San Francisco, CA (Metropolitan Area)","Seattle, WA",417960,193.8,162.87,395250,30.94,0.19,22710,0.0575
"2,024",1,"32,575","33,044","Los Angeles, CA (Metropolitan Area)","Louisville, KY",25110,318.72,255.26,32640,63.46,0.2486,-7530,-0.2307
"2,024",1,"32,575","34,100","Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",143070,355.34,298.78,157040,56.56,0.1893,-13970,-0.089
"2,024",1,"33,192","33,570","Sacramento, CA","San Diego, CA",187330,149.51,118.66,197900,30.85,0.26,-10570,-0.0534
"2,024",1,"33,198","32,211","Kansas City, MO","Las Vegas, NV",78190,258.22,211.22,84250,47.0,0.2225,-6060,-0.0719
"2,024",1,"33,570","31,884","San Diego, CA","Spokane, WA",26540,221.56,183.88,32260,37.69,0.205,-5720,-0.1773
"2,024",1,"34,057","32,457","Portland, OR","San Francisco, CA (Metropolitan Area)",193630,202.56,168.29,208220,34.28,0.2037,-14590,-0.0701
"2,024",1,"34,057","33,192","Portland, OR","Sacramento, CA",61220,193.84,161.25,65220,32.59,0.2021,-4000,-0.0613
"2,024",1,"34,570","33,570","Reno, NV","San Diego, CA",34410,229.23,194.23,37520,35.0,0.1802,-3110,-0.0829
"2,024",1,"34,576","33,195","Rochester, NY","Tampa, FL (Metropolitan Area)",21340,227.15,183.49,27320,43.66,0.238,-5980,-0.2189
"2,023",4,"30,140","34,057","Albuquerque, NM","Portland, OR",23260,237.18,210.84,23830,26.34,0.1249,-570,-0.0239
"2,023",4,"30,194","31,453","Dallas/Fort Worth, TX","Houston, TX",182820,195.21,171.91,185740,23.29,0.1355,-2920,-0.0157
"2,023",4,"30,194","32,206","Dallas/Fort Worth, TX","Harlingen/San Benito, TX",20470,208.04,178.34,25840,29.71,0.1666,-5370,-0.2078
"2,023",4,"30,194","34,653","Dallas/Fort Worth, TX","Tulsa, OK",23670,219.05,193.68,25810,25.37,0.131,-2140,-0.0829
"2,023",4,"30,325","30,529","Denver, CO","Hartford, CT",30240,337.83,234.36,42180,103.46,0.4414,-11940,-0.2831
"2,023",4,"30,325","30,615","Denver, CO","El Paso, TX",33150,173.85,148.03,38040,25.82,0.1744,-4890,-0.1286
"2,023",4,"30,325","31,453","Denver, CO","Houston, TX",242710,212.41,187.84,256120,24.57,0.1308,-13410,-0.0524
"2,023",4,"30,397","30,529","Atlanta, GA (Metropolitan Area)","Hartford, CT",50030,291.65,219.8,71760,71.85,0.3269,-21730,-0.3028
"2,023",4,"30,423","31,123","Austin, TX","St. Louis, MO",40020,208.89,173.18,44000,35.71,0.2062,-3980,-0.0904
"2,023",4,"30,466","33,192","Phoenix, AZ","Sacramento, CA",109650,229.1,197.24,115460,31.87,0.1616,-5810,-0.0503
"2,023",4,"30,529","30,693","Hartford, CT","Nashville, TN",25330,251.96,200.87,25520,51.09,0.2544,-190,-0.0074
"2,023",4,"30,529","30,852","Hartford, CT","Washington, DC (Metropolitan Area)",70990,219.96,187.95,68760,32.01,0.1703,2230,0.0324
"2,023",4,"30,529","32,211","Hartford, CT","Las Vegas, NV",29460,267.15,213.08,38100,54.07,0.2538,-8640,-0.2268
"2,023",4,"30,615","33,214","El Paso, TX","San Antonio, TX",31290,201.02,177.5,32940,23.52,0.1325,-1650,-0.0501
"2,023",4,"30,693","34,986","Nashville, TN","Sarasota/Bradenton, FL",22590,173.15,154.28,24870,18.86,0.1223,-2280,-0.0917
"2,023",4,"30,713","30,466","Boise, ID","Phoenix, AZ",54840,216.61,161.51,63450,55.1,0.3412,-8610,-0.1357
"2,023",4,"30,713","33,192","Boise, ID","Sacramento, CA",35600,184.37,163.86,34250,20.5,0.1251,1350,0.0394
"2,023",4,"30,713","33,570","Boise, ID","San Diego, CA",36760,207.44,169.3,43710,38.14,0.2252,-6950,-0.159
"2,023",4,"30,721","30,198","Boston, MA (Metropolitan Area)","Pittsburgh, PA",77970,218.06,166.54,84610,51.53,0.3094,-6640,-0.0785
"2,023",4,"30,721","30,647","Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",65490,204.14,168.91,68500,35.23,0.2086,-3010,-0.0439
"2,023",4,"30,721","30,852","Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",564610,189.76,158.95,565230,30.81,0.1938,-620,-0.0011
"2,023",4,"30,721","30,977","Boston, MA (Metropolitan Area)","Chicago, IL",350460,223.68,195.81,361100,27.87,0.1424,-10640,-0.0295
"2,023",4,"30,721","31,714","Boston, MA (Metropolitan Area)","Fort Myers, FL",155510,266.05,236.86,134480,29.19,0.1232,21030,0.1564
"2,023",4,"30,721","33,198","Boston, MA (Metropolitan Area)","Kansas City, MO",45950,271.72,194.24,55200,77.48,0.3989,-9250,-0.1676
"2,023",4,"30,721","34,100","Boston, MA (Metropolitan Area)","Philadelphia, PA",155570,209.12,182.28,162010,26.84,0.1473,-6440,-0.0398
"2,023",4,"30,721","34,524","Boston, MA (Metropolitan Area)","Richmond, VA",59970,202.06,176.49,59050,25.57,0.1449,920,0.0156
"2,023",4,"30,721","34,685","Boston, MA (Metropolitan Area)","Savannah, GA",39460,254.33,204.49,45300,49.84,0.2437,-5840,-0.1289
"2,023",4,"30,792","32,211","Buffalo, NY","Las Vegas, NV",26930,285.43,205.17,32450,80.26,0.3912,-5520,-0.1701
"2,023",4,"30,977","30,529","Chicago, IL","Hartford, CT",57490,282.6,202.71,66300,79.88,0.3941,-8810,-0.1329
"2,023",4,"30,977","33,495","Chicago, IL","New Orleans, LA",114190,227.91,197.73,117360,30.18,0.1526,-3170,-0.027
"2,023",4,"30,977","34,576","Chicago, IL","Rochester, NY",23240,228.89,200.93,23440,27.96,0.1392,-200,-0.0085
"2,023",4,"31,057","30,693","Charlotte, NC","Nashville, TN",59840,204.17,177.31,64200,26.85,0.1514,-4360,-0.0679
"2,023",4,"31,135","30,852","Myrtle Beach, SC","Washington, DC (Metropolitan Area)",27660,184.86,159.22,31140,25.65,0.1611,-3480,-0.1118
"2,023",4,"31,136","32,575","Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",33590,390.84,344.01,42540,46.83,0.1361,-8950,-0.2104
"2,023",4,"31,295","33,198","Detroit, MI","Kansas City, MO",23550,318.72,279.71,28420,39.02,0.1395,-4870,-0.1714
"2,023",4,"31,423","32,211","Des Moines, IA","Las Vegas, NV",33700,190.79,168.78,34080,22.01,0.1304,-380,-0.0112
"2,023",4,"31,453","33,158","Houston, TX","Midland/Odessa, TX",72170,249.3,215.78,64070,33.52,0.1554,8100,0.1264
"2,023",4,"31,453","34,653","Houston, TX","Tulsa, OK",46870,227.14,198.76,46720,28.38,0.1428,150,0.0032
"2,023",4,"31,703","34,321","New York City, NY (Metropolitan Area)","Portland, ME",41600,206.57,183.9,45670,22.67,0.1233,-4070,-0.0891
"2,023",4,"31,703","34,685","New York City, NY (Metropolitan Area)","Savannah, GA",113960,195.77,173.55,122410,22.22,0.128,-8450,-0.069
"2,023",4,"32,211","30,693","Las Vegas, NV","Nashville, TN",86800,262.52,232.62,99000,29.9,0.1286,-12200,-0.1232
"2,023",4,"32,211","31,123","Las Vegas, NV","St. Louis, MO",84860,244.5,215.81,88820,28.69,0.1329,-3960,-0.0446
"2,023",4,"32,211","31,884","Las Vegas, NV","Spokane, WA",38530,217.34,189.9,43280,27.44,0.1445,-4750,-0.1098
"2,023",4,"32,211","32,457","Las Vegas, NV","San Francisco, CA (Metropolitan Area)",562830,164.55,145.76,549400,18.78,0.1289,13430,0.0244
