Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax
"2,024",2,"31,637","30,466","Fargo, ND","Phoenix, AZ",24370,140.17,213.64,22650,-73.47,-0.3439,1720,0.0759
"2,024",2,"31,650","30,466","Minneapolis/St. Paul, MN","Phoenix, AZ",223470,183.64,233.07,213560,-49.43,-0.2121,9910,0.0464
"2,024",2,"31,650","30,559","Minneapolis/St. Paul, MN","Seattle, WA",130440,213.89,282.22,114200,-68.33,-0.2421,16240,0.1422
"2,024",2,"31,650","30,693","Minneapolis/St. Paul, MN","Nashville, TN",97200,174.82,224.78,79950,-49.96,-0.2223,17250,0.2158
"2,024",2,"31,650","31,135","Minneapolis/St. Paul, MN","Myrtle Beach, SC",24740,158.05,209.15,17270,-51.1,-0.2443,7470,0.4325
"2,024",2,"31,650","31,454","Minneapolis/St. Paul, MN","Orlando, FL",197690,169.85,215.03,180120,-45.17,-0.2101,17570,0.0976
"2,024",2,"31,650","33,195","Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",109220,184.54,229.29,105760,-44.75,-0.1952,3460,0.0327
"2,024",2,"31,650","33,495","Minneapolis/St. Paul, MN","New Orleans, LA",39630,220.77,263.67,34820,-42.9,-0.1627,4810,0.1381
"2,024",2,"31,650","33,570","Minneapolis/St. Paul, MN","San Diego, CA",87910,236.6,292.8,78610,-56.2,-0.1919,9300,0.1183
"2,024",2,"31,650","34,057","Minneapolis/St. Paul, MN","Portland, OR",71610,231.26,311.25,59600,-80.0,-0.257,12010,0.2015
"2,024",2,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",75070,223.16,296.69,58040,-73.54,-0.2478,17030,0.2934
"2,024",2,"31,650","34,492","Minneapolis/St. Paul, MN","Raleigh/Durham, NC",55230,208.85,282.21,43940,-73.36,-0.26,11290,0.2569
"2,024",2,"31,650","34,685","Minneapolis/St. Paul, MN","Savannah, GA",25140,202.22,248.9,18970,-46.68,-0.1876,6170,0.3252
"2,024",2,"31,703","33,851","New York City, NY (Metropolitan Area)","Oklahoma City, OK",40290,301.29,357.8,30640,-56.52,-0.158,9650,0.315
"2,024",2,"31,834","32,575","Fayetteville, AR","Los Angeles, CA (Metropolitan Area)",27190,305.16,362.02,22020,-56.86,-0.1571,5170,0.2348
"2,024",2,"32,337","33,570","Indianapolis, IN","San Diego, CA",37480,259.18,323.06,29490,-63.88,-0.1977,7990,0.2709
"2,024",2,"32,337","34,100","Indianapolis, IN","Philadelphia, PA",44800,261.01,365.95,27740,-104.94,-0.2868,17060,0.615
"2,024",2,"32,467","31,650","Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",116850,202.75,260.24,103440,-57.5,-0.2209,13410,0.1296
"2,024",2,"32,467","33,316","Miami, FL (Metropolitan Area)","Omaha, NE",23350,247.07,293.09,18150,-46.02,-0.157,5200,0.2865
"2,024",2,"32,467","35,249","Miami, FL (Metropolitan Area)","Tallahassee, FL",44400,148.61,246.57,20660,-97.96,-0.3973,23740,1.1491
"2,024",2,"33,105","31,650","Cincinnati, OH","Minneapolis/St. Paul, MN",35270,241.72,290.33,31300,-48.61,-0.1674,3970,0.1268
"2,024",2,"33,198","34,100","Kansas City, MO","Philadelphia, PA",37590,262.03,319.61,28730,-57.58,-0.1802,8860,0.3084
"2,024",2,"33,342","34,100","Milwaukee, WI","Philadelphia, PA",22480,242.67,290.28,17540,-47.6,-0.164,4940,0.2816
"2,024",2,"33,570","30,852","San Diego, CA","Washington, DC (Metropolitan Area)",205370,311.59,370.37,171940,-58.79,-0.1587,33430,0.1944
"2,024",2,"33,570","31,123","San Diego, CA","St. Louis, MO",41410,269.17,319.21,34570,-50.04,-0.1568,6840,0.1979
"2,024",2,"33,570","33,195","San Diego, CA","Tampa, FL (Metropolitan Area)",47810,254.46,316.7,31580,-62.24,-0.1965,16230,0.5139
"2,024",2,"33,667","33,570","Norfolk, VA (Metropolitan Area)","San Diego, CA",35810,300.67,376.89,32750,-76.22,-0.2022,3060,0.0934
"2,024",2,"34,057","31,123","Portland, OR","St. Louis, MO",22690,291.77,362.5,18550,-70.73,-0.1951,4140,0.2232
"2,024",2,"34,100","30,198","Philadelphia, PA","Pittsburgh, PA",30450,236.7,306.16,21410,-69.47,-0.2269,9040,0.4222
"2,024",2,"34,100","31,123","Philadelphia, PA","St. Louis, MO",51420,219.82,268.48,42560,-48.66,-0.1812,8860,0.2082
"2,024",2,"34,492","30,559","Raleigh/Durham, NC","Seattle, WA",63750,319.62,377.26,54620,-57.65,-0.1528,9130,0.1672
"2,024",1,"30,140","31,454","Albuquerque, NM","Orlando, FL",22370,238.78,316.47,16330,-77.68,-0.2455,6040,0.3699
"2,024",1,"30,158","31,714","Atlantic City, NJ","Fort Myers, FL",26440,93.67,136.89,19220,-43.22,-0.3157,7220,0.3756
"2,024",1,"30,158","34,027","Atlantic City, NJ","West Palm Beach/Palm Beach, FL",19070,95.0,125.28,19030,-30.28,-0.2417,40,0.0021
"2,024",1,"30,255","31,454","Huntsville, AL","Orlando, FL",18120,201.16,232.77,13710,-31.62,-0.1358,4410,0.3217
"2,024",1,"30,325","34,986","Denver, CO","Sarasota/Bradenton, FL",18110,258.66,295.81,13820,-37.15,-0.1256,4290,0.3104
"2,024",1,"30,397","33,105","Atlanta, GA (Metropolitan Area)","Cincinnati, OH",41540,247.68,285.43,32850,-37.76,-0.1323,8690,0.2645
"2,024",1,"30,423","34,100","Austin, TX","Philadelphia, PA",36140,331.82,378.12,30410,-46.31,-0.1225,5730,0.1884
"2,024",1,"30,466","34,524","Phoenix, AZ","Richmond, VA",21190,283.61,336.74,15150,-53.14,-0.1578,6040,0.3987
"2,024",1,"30,529","30,466","Hartford, CT","Phoenix, AZ",26860,252.05,312.13,20000,-60.08,-0.1925,6860,0.343
"2,024",1,"30,559","30,436","Seattle, WA","Tucson, AZ",41530,206.82,241.56,37320,-34.75,-0.1438,4210,0.1128
"2,024",1,"30,647","34,986","Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",33410,140.36,204.28,18870,-63.92,-0.3129,14540,0.7705
"2,024",1,"30,693","34,057","Nashville, TN","Portland, OR",19330,278.91,326.48,15840,-47.58,-0.1457,3490,0.2203
"2,024",1,"30,721","30,466","Boston, MA (Metropolitan Area)","Phoenix, AZ",132320,289.74,341.39,119240,-51.65,-0.1513,13080,0.1097
"2,024",1,"30,721","31,135","Boston, MA (Metropolitan Area)","Myrtle Beach, SC",29600,133.09,171.41,25880,-38.31,-0.2235,3720,0.1437
"2,024",1,"30,792","31,714","Buffalo, NY","Fort Myers, FL",35030,185.45,252.29,18820,-66.84,-0.2649,16210,0.8613
"2,024",1,"30,792","32,575","Buffalo, NY","Los Angeles, CA (Metropolitan Area)",31950,248.17,284.33,24140,-36.16,-0.1272,7810,0.3235
"2,024",1,"30,849","32,575","Bozeman, MT","Los Angeles, CA (Metropolitan Area)",34490,226.55,271.11,28500,-44.56,-0.1644,5990,0.2102
"2,024",1,"30,994","32,211","Charleston, SC","Las Vegas, NV",20870,257.8,327.59,14300,-69.78,-0.213,6570,0.4594
"2,024",1,"30,994","32,467","Charleston, SC","Miami, FL (Metropolitan Area)",47850,161.75,186.8,39220,-25.05,-0.1341,8630,0.22
"2,024",1,"31,057","30,977","Charlotte, NC","Chicago, IL",111540,192.15,221.94,93570,-29.79,-0.1342,17970,0.192
"2,024",1,"31,057","31,650","Charlotte, NC","Minneapolis/St. Paul, MN",43200,258.76,306.12,33740,-47.35,-0.1547,9460,0.2804
"2,024",1,"31,057","32,575","Charlotte, NC","Los Angeles, CA (Metropolitan Area)",113490,320.91,396.58,86570,-75.67,-0.1908,26920,0.311
"2,024",1,"31,057","34,614","Charlotte, NC","Salt Lake City, UT",35940,336.37,387.95,31950,-51.58,-0.133,3990,0.1249
"2,024",1,"31,136","32,211","Jacksonville, FL","Las Vegas, NV",33420,287.65,328.81,26220,-41.16,-0.1252,7200,0.2746
"2,024",1,"31,295","34,027","Detroit, MI","West Palm Beach/Palm Beach, FL",37120,309.51,371.93,24030,-62.42,-0.1678,13090,0.5447
"2,024",1,"31,454","33,192","Orlando, FL","Sacramento, CA",39370,279.52,356.2,29180,-76.68,-0.2153,10190,0.3492
"2,024",1,"31,454","33,728","Orlando, FL","Pensacola, FL",17950,134.51,155.21,15150,-20.7,-0.1334,2800,0.1848
"2,024",1,"31,454","34,321","Orlando, FL","Portland, ME",46430,159.57,201.97,32540,-42.4,-0.21,13890,0.4269
"2,024",1,"31,454","34,653","Orlando, FL","Tulsa, OK",20900,232.29,269.95,19510,-37.66,-0.1395,1390,0.0712
"2,024",1,"31,650","30,693","Minneapolis/St. Paul, MN","Nashville, TN",59120,194.79,221.5,50290,-26.71,-0.1206,8830,0.1756
"2,024",1,"31,650","31,454","Minneapolis/St. Paul, MN","Orlando, FL",276600,207.23,252.81,250500,-45.58,-0.1803,26100,0.1042
"2,024",1,"31,650","33,195","Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",145300,209.64,250.56,138420,-40.92,-0.1633,6880,0.0497
"2,024",1,"31,650","33,570","Minneapolis/St. Paul, MN","San Diego, CA",79810,260.08,304.92,76870,-44.84,-0.147,2940,0.0382
"2,024",1,"31,714","30,466","Fort Myers, FL","Phoenix, AZ",23530,343.03,418.04,18820,-75.0,-0.1794,4710,0.2503
"2,024",1,"31,714","30,559","Fort Myers, FL","Seattle, WA",21000,263.48,324.41,11370,-60.93,-0.1878,9630,0.847
"2,024",1,"31,714","31,986","Fort Myers, FL","Grand Rapids, MI",35930,185.03,329.45,12210,-144.42,-0.4384,23720,1.9427
"2,024",1,"31,714","32,211","Fort Myers, FL","Las Vegas, NV",24510,301.9,371.59,18540,-69.69,-0.1876,5970,0.322
"2,024",1,"31,714","33,485","Fort Myers, FL","Madison, WI",25820,194.33,230.6,18120,-36.27,-0.1573,7700,0.4249
"2,024",1,"31,714","34,492","Fort Myers, FL","Raleigh/Durham, NC",25100,153.29,232.14,12000,-78.86,-0.3397,13100,1.0917
"2,024",1,"31,714","35,096","Fort Myers, FL","Syracuse, NY",24660,149.38,277.82,8380,-128.44,-0.4623,16280,1.9427
"2,024",1,"31,834","32,575","Fayetteville, AR","Los Angeles, CA (Metropolitan Area)",20110,323.6,380.75,14570,-57.14,-0.1501,5540,0.3802
"2,024",1,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)",29840,222.95,257.85,22350,-34.9,-0.1353,7490,0.3351
"2,024",1,"31,986","32,467","Grand Rapids, MI","Miami, FL (Metropolitan Area)",41790,237.02,276.69,32070,-39.67,-0.1434,9720,0.3031
"2,024",1,"32,206","31,650","Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",38150,166.43,206.13,33140,-39.7,-0.1926,5010,0.1512
"2,024",1,"32,211","34,524","Las Vegas, NV","Richmond, VA",31620,232.17,278.44,24060,-46.27,-0.1662,7560,0.3142
"2,024",1,"32,337","33,570","Indianapolis, IN","San Diego, CA",27200,277.81,317.07,22210,-39.26,-0.1238,4990,0.2247
"2,024",1,"32,467","31,650","Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",204390,222.2,277.5,181950,-55.3,-0.1993,22440,0.1233
"2,024",1,"32,467","32,457","Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",208820,307.12,387.16,168600,-80.04,-0.2067,40220,0.2386
"2,024",1,"32,467","33,214","Miami, FL (Metropolitan Area)","San Antonio, TX",40980,236.17,286.76,35240,-50.59,-0.1764,5740,0.1629
"2,024",1,"32,467","33,316","Miami, FL (Metropolitan Area)","Omaha, NE",30100,260.06,307.61,23040,-47.55,-0.1546,7060,0.3064
"2,024",1,"32,467","34,057","Miami, FL (Metropolitan Area)","Portland, OR",50370,267.58,327.94,33460,-60.36,-0.184,16910,0.5054
"2,024",1,"32,467","35,249","Miami, FL (Metropolitan Area)","Tallahassee, FL",43930,171.79,291.36,22930,-119.57,-0.4104,21000,0.9158
"2,024",1,"32,575","33,214","Los Angeles, CA (Metropolitan Area)","San Antonio, TX",98820,220.98,262.85,76940,-41.86,-0.1593,21880,0.2844
"2,024",1,"33,044","32,467","Louisville, KY","Miami, FL (Metropolitan Area)",44380,199.79,258.82,36800,-59.03,-0.2281,7580,0.206
"2,024",1,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN",28380,232.04,280.92,23620,-48.88,-0.174,4760,0.2015
"2,024",1,"33,214","33,195","San Antonio, TX","Tampa, FL (Metropolitan Area)",31430,213.64,252.09,23150,-38.45,-0.1525,8280,0.3577
"2,024",1,"33,342","30,466","Milwaukee, WI","Phoenix, AZ",84860,247.46,300.57,63060,-53.12,-0.1767,21800,0.3457
"2,024",1,"33,495","30,198","New Orleans, LA","Pittsburgh, PA",20470,203.69,235.95,15380,-32.25,-0.1367,5090,0.331
"2,024",1,"33,495","34,492","New Orleans, LA","Raleigh/Durham, NC",34010,192.34,229.35,23870,-37.01,-0.1614,10140,0.4248
"2,024",1,"33,570","33,195","San Diego, CA","Tampa, FL (Metropolitan Area)",43790,248.22,347.19,28250,-98.97,-0.2851,15540,0.5501
"2,024",1,"34,004","32,575","Everett, WA","Los Angeles, CA (Metropolitan Area)",24600,184.07,217.09,10240,-33.02,-0.1521,14360,1.4023
"2,024",1,"34,614","33,570","Salt Lake City, UT","San Diego, CA",109710,205.75,235.86,102470,-30.11,-0.1276,7240,0.0706
"2,023",4,"30,140","31,454","Albuquerque, NM","Orlando, FL",22220,270.07,336.57,17830,-66.5,-0.1976,4390,0.2462
"2,023",4,"30,194","34,492","Dallas/Fort Worth, TX","Raleigh/Durham, NC",103930,243.25,304.86,76070,-61.61,-0.2021,27860,0.3662
"2,023",4,"30,255","31,454","Huntsville, AL","Orlando, FL",21320,193.12,248.89,14670,-55.76,-0.2241,6650,0.4533
"2,023",4,"30,431","32,467","Asheville, NC","Miami, FL (Metropolitan Area)",42430,132.74,166.3,36390,-33.56,-0.2018,6040,0.166
"2,023",4,"30,431","33,195","Asheville, NC","Tampa, FL (Metropolitan Area)",26460,115.26,142.74,26270,-27.47,-0.1925,190,0.0072
"2,023",4,"30,529","30,466","Hartford, CT","Phoenix, AZ",28390,268.84,367.29,20080,-98.45,-0.268,8310,0.4138
"2,023",4,"30,529","34,492","Hartford, CT","Raleigh/Durham, NC",20890,153.24,206.3,14600,-53.06,-0.2572,6290,0.4308
"2,023",4,"30,559","31,123","Seattle, WA","St. Louis, MO",45140,253.51,318.06,36790,-64.55,-0.203,8350,0.227
"2,023",4,"30,693","30,466","Nashville, TN","Phoenix, AZ",96160,245.24,310.91,83490,-65.67,-0.2112,12670,0.1518
"2,023",4,"30,721","33,044","Boston, MA (Metropolitan Area)","Louisville, KY",25800,243.72,301.85,18720,-58.13,-0.1926,7080,0.3782
"2,023",4,"30,721","34,576","Boston, MA (Metropolitan Area)","Rochester, NY",21370,173.53,221.77,17020,-48.24,-0.2175,4350,0.2556
"2,023",4,"30,977","33,728","Chicago, IL","Pensacola, FL",26660,217.42,269.37,18850,-51.95,-0.1929,7810,0.4143
"2,023",4,"30,994","32,211","Charleston, SC","Las Vegas, NV",25690,212.33,337.9,14410,-125.56,-0.3716,11280,0.7828
"2,023",4,"30,994","32,467","Charleston, SC","Miami, FL (Metropolitan Area)",44710,154.51,218.56,31580,-64.06,-0.2931,13130,0.4158
"2,023",4,"31,057","30,194","Charlotte, NC","Dallas/Fort Worth, TX",133140,253.47,323.42,110480,-69.96,-0.2163,22660,0.2051
"2,023",4,"31,057","30,977","Charlotte, NC","Chicago, IL",149190,189.57,242.23,126210,-52.66,-0.2174,22980,0.1821
"2,023",4,"31,057","31,650","Charlotte, NC","Minneapolis/St. Paul, MN",61130,227.64,290.34,51070,-62.7,-0.2159,10060,0.197
"2,023",4,"31,057","32,575","Charlotte, NC","Los Angeles, CA (Metropolitan Area)",136850,327.39,406.1,111620,-78.71,-0.1938,25230,0.226
"2,023",4,"31,454","30,559","Orlando, FL","Seattle, WA",101230,297.87,368.39,96530,-70.53,-0.1914,4700,0.0487
"2,023",4,"31,454","33,728","Orlando, FL","Pensacola, FL",22120,124.67,165.38,15230,-40.71,-0.2462,6890,0.4524
"2,023",4,"31,454","33,933","Orlando, FL","Worcester, MA",20330,175.89,232.3,1120,-56.41,-0.2428,19210,17.1518
"2,023",4,"31,454","34,321","Orlando, FL","Portland, ME",29830,167.71,209.19,23420,-41.49,-0.1983,6410,0.2737
"2,023",4,"31,454","34,653","Orlando, FL","Tulsa, OK",23140,232.6,289.47,17260,-56.87,-0.1965,5880,0.3407
"2,023",4,"31,650","31,454","Minneapolis/St. Paul, MN","Orlando, FL",184200,191.46,242.88,178750,-51.41,-0.2117,5450,0.0305
"2,023",4,"31,703","33,667","New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",71000,165.62,206.6,56740,-40.98,-0.1983,14260,0.2513
"2,023",4,"31,714","34,492","Fort Myers, FL","Raleigh/Durham, NC",21890,152.14,280.08,9430,-127.94,-0.4568,12460,1.3213
"2,023",4,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)",40830,216.09,268.89,32880,-52.8,-0.1964,7950,0.2418
"2,023",4,"32,211","30,198","Las Vegas, NV","Pittsburgh, PA",59380,230.73,294.72,54860,-63.99,-0.2171,4520,0.0824
"2,023",4,"32,211","33,044","Las Vegas, NV","Louisville, KY",33340,211.33,262.33,28770,-51.0,-0.1944,4570,0.1588
"2,023",4,"32,211","34,524","Las Vegas, NV","Richmond, VA",37740,214.74,300.97,26600,-86.23,-0.2865,11140,0.4188
"2,023",4,"32,467","31,650","Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",112120,229.8,312.56,93200,-82.77,-0.2648,18920,0.203
"2,023",4,"32,467","33,214","Miami, FL (Metropolitan Area)","San Antonio, TX",47600,227.94,347.22,48500,-119.27,-0.3435,-900,-0.0186
"2,023",4,"32,467","33,667","Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",38720,194.18,256.51,30360,-62.33,-0.243,8360,0.2754
"2,023",4,"32,467","34,057","Miami, FL (Metropolitan Area)","Portland, OR",47020,272.16,384.61,30580,-112.44,-0.2924,16440,0.5376
"2,023",4,"32,575","30,559","Los Angeles, CA (Metropolitan Area)","Seattle, WA",685580,177.64,220.18,660790,-42.55,-0.1932,24790,0.0375
"2,023",4,"32,575","33,044","Los Angeles, CA (Metropolitan Area)","Louisville, KY",47190,215.48,304.35,34110,-88.87,-0.292,13080,0.3835
"2,023",4,"32,575","34,252","Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",20170,207.12,259.05,16570,-51.92,-0.2004,3600,0.2173
"2,023",4,"33,044","32,467","Louisville, KY","Miami, FL (Metropolitan Area)",41540,182.57,267.67,29360,-85.1,-0.3179,12180,0.4148
"2,023",4,"33,105","30,194","Cincinnati, OH","Dallas/Fort Worth, TX",59420,224.52,288.63,45540,-64.11,-0.2221,13880,0.3048
"2,023",4,"33,105","32,457","Cincinnati, OH","San Francisco, CA (Metropolitan Area)",32980,281.03,370.68,29370,-89.65,-0.2419,3610,0.1229
"2,023",4,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN",33790,218.19,280.37,25830,-62.19,-0.2218,7960,0.3082
"2,023",4,"33,214","30,559","San Antonio, TX","Seattle, WA",47930,241.27,306.52,39040,-65.25,-0.2129,8890,0.2277
"2,023",4,"33,485","30,852","Madison, WI","Washington, DC (Metropolitan Area)",22790,258.99,321.57,16280,-62.58,-0.1946,6510,0.3999
"2,023",4,"33,495","30,198","New Orleans, LA","Pittsburgh, PA",20890,195.51,270.68,18110,-75.17,-0.2777,2780,0.1535
"2,023",4,"33,495","34,492","New Orleans, LA","Raleigh/Durham, NC",31580,186.68,261.28,21880,-74.6,-0.2855,9700,0.4433
"2,023",4,"33,570","33,195","San Diego, CA","Tampa, FL (Metropolitan Area)",44530,249.7,385.03,28550,-135.33,-0.3515,15980,0.5597
"2,023",4,"33,667","33,195","Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",31340,150.95,200.12,20230,-49.17,-0.2457,11110,0.5492
"2,023",4,"34,004","32,575","Everett, WA","Los Angeles, CA (Metropolitan Area)",31720,188.41,283.05,8350,-94.63,-0.3343,23370,2.7988
"2,023",4,"34,057","33,195","Portland, OR","Tampa, FL (Metropolitan Area)",20510,291.66,367.73,19100,-76.07,-0.2069,1410,0.0738
"2,023",4,"34,100","34,685","Philadelphia, PA","Savannah, GA",24470,234.91,303.94,16690,-69.02,-0.2271,7780,0.4662
"2,023",4,"35,096","33,195","Syracuse, NY","Tampa, FL (Metropolitan Area)",30770,146.64,182.2,25400,-35.56,-0.1952,5370,0.2114
"2,023",3,"30,140","30,559","Albuquerque, NM","Seattle, WA",43080,202.85,269.86,34360,-67.01,-0.2483,8720,0.2538
"2,023",3,"30,194","34,492","Dallas/Fort Worth, TX","Raleigh/Durham, NC",90760,230.91,306.2,69410,-75.29,-0.2459,21350,0.3076
"2,023",3,"30,325","33,485","Denver, CO","Madison, WI",41670,181.95,232.69,35090,-50.74,-0.2181,6580,0.1875
"2,023",3,"30,325","34,492","Denver, CO","Raleigh/Durham, NC",96660,206.47,269.0,82500,-62.53,-0.2324,14160,0.1716
"2,023",3,"30,397","32,575","Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",345180,298.43,380.45,311970,-82.02,-0.2156,33210,0.1064
"2,023",3,"30,423","31,295","Austin, TX","Detroit, MI",58230,204.59,271.95,48260,-67.36,-0.2477,9970,0.2066
"2,023",3,"30,466","30,852","Phoenix, AZ","Washington, DC (Metropolitan Area)",164200,260.67,332.32,134940,-71.65,-0.2156,29260,0.2168
"2,023",3,"30,466","33,195","Phoenix, AZ","Tampa, FL (Metropolitan Area)",51330,255.31,325.95,40280,-70.63,-0.2167,11050,0.2743
"2,023",3,"30,529","30,466","Hartford, CT","Phoenix, AZ",23920,249.81,338.06,16440,-88.25,-0.261,7480,0.455
"2,023",3,"30,529","33,195","Hartford, CT","Tampa, FL (Metropolitan Area)",63880,154.21,195.25,37990,-41.03,-0.2102,25890,0.6815
"2,023",3,"30,647","30,559","Cleveland, OH (Metropolitan Area)","Seattle, WA",48510,288.47,370.29,35500,-81.83,-0.221,13010,0.3665
"2,023",3,"30,647","31,714","Cleveland, OH (Metropolitan Area)","Fort Myers, FL",41670,123.45,199.61,38100,-76.17,-0.3816,3570,0.0937
"2,023",3,"30,647","32,457","Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",54750,299.69,384.36,41410,-84.67,-0.2203,13340,0.3221
"2,023",3,"30,721","34,057","Boston, MA (Metropolitan Area)","Portland, OR",86930,315.5,421.68,69380,-106.17,-0.2518,17550,0.253
"2,023",3,"30,721","34,576","Boston, MA (Metropolitan Area)","Rochester, NY",25370,134.42,199.16,17590,-64.74,-0.3251,7780,0.4423
"2,023",3,"30,977","31,871","Chicago, IL","Greenville/Spartanburg, SC",32300,191.1,244.91,24230,-53.81,-0.2197,8070,0.3331
"2,023",3,"30,977","32,337","Chicago, IL","Indianapolis, IN",21540,171.05,254.51,12770,-83.46,-0.3279,8770,0.6868
"2,023",3,"30,994","32,575","Charleston, SC","Los Angeles, CA (Metropolitan Area)",41950,251.31,322.14,30550,-70.82,-0.2199,11400,0.3732
"2,023",3,"30,994","34,100","Charleston, SC","Philadelphia, PA",43820,180.12,236.33,30590,-56.21,-0.2378,13230,0.4325
"2,023",3,"31,057","30,194","Charlotte, NC","Dallas/Fort Worth, TX",122680,243.73,310.8,102660,-67.06,-0.2158,20020,0.195
"2,023",3,"31,057","30,325","Charlotte, NC","Denver, CO",113230,207.38,271.19,95890,-63.82,-0.2353,17340,0.1808
"2,023",3,"31,066","30,559","Columbus, OH","Seattle, WA",49140,274.77,354.42,35050,-79.65,-0.2247,14090,0.402
"2,023",3,"31,066","31,650","Columbus, OH","Minneapolis/St. Paul, MN",36450,248.56,319.31,29020,-70.75,-0.2216,7430,0.256
"2,023",3,"31,066","32,575","Columbus, OH","Los Angeles, CA (Metropolitan Area)",74050,252.51,333.29,62620,-80.78,-0.2424,11430,0.1825
"2,023",3,"31,454","33,570","Orlando, FL","San Diego, CA",64620,238.32,311.02,57290,-72.7,-0.2337,7330,0.128
"2,023",3,"31,454","33,728","Orlando, FL","Pensacola, FL",21800,115.16,186.67,11300,-71.51,-0.3831,10500,0.9292
"2,023",3,"31,454","33,933","Orlando, FL","Worcester, MA",21530,148.68,230.66,1110,-81.98,-0.3554,20420,18.3964
"2,023",3,"31,454","35,356","Orlando, FL","Trenton, NJ",41910,78.73,104.73,51240,-26.0,-0.2483,-9330,-0.1821
"2,023",3,"31,703","33,667","New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",94500,136.05,200.94,60220,-64.89,-0.323,34280,0.5692
"2,023",3,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA",75370,151.69,223.22,51240,-71.53,-0.3204,24130,0.4709
"2,023",3,"32,211","34,524","Las Vegas, NV","Richmond, VA",41710,198.24,319.21,21950,-120.97,-0.379,19760,0.9002
"2,023",3,"32,337","31,650","Indianapolis, IN","Minneapolis/St. Paul, MN",41530,235.07,298.17,35610,-63.09,-0.2116,5920,0.1662
"2,023",3,"32,467","33,214","Miami, FL (Metropolitan Area)","San Antonio, TX",45380,206.51,277.62,46550,-71.12,-0.2562,-1170,-0.0251
"2,023",3,"32,467","33,728","Miami, FL (Metropolitan Area)","Pensacola, FL",24650,182.95,268.24,15510,-85.29,-0.318,9140,0.5893
"2,023",3,"32,467","34,057","Miami, FL (Metropolitan Area)","Portland, OR",28190,297.04,396.85,24070,-99.81,-0.2515,4120,0.1712
"2,023",3,"32,575","30,559","Los Angeles, CA (Metropolitan Area)","Seattle, WA",859150,173.87,232.34,716030,-58.46,-0.2516,143120,0.1999
"2,023",3,"32,575","33,044","Los Angeles, CA (Metropolitan Area)","Louisville, KY",46190,213.14,317.47,35550,-104.33,-0.3286,10640,0.2993
"2,023",3,"32,575","33,195","Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",94830,284.01,366.45,78560,-82.44,-0.225,16270,0.2071
"2,023",3,"33,044","32,467","Louisville, KY","Miami, FL (Metropolitan Area)",34010,174.95,236.03,28320,-61.08,-0.2588,5690,0.2009
"2,023",3,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN",39840,204.81,314.66,27650,-109.85,-0.3491,12190,0.4409
"2,023",3,"33,198","33,570","Kansas City, MO","San Diego, CA",42100,249.79,318.72,33220,-68.92,-0.2162,8880,0.2673
"2,023",3,"33,198","34,614","Kansas City, MO","Salt Lake City, UT",34110,234.51,301.19,24580,-66.68,-0.2214,9530,0.3877
"2,023",3,"33,316","32,457","Omaha, NE","San Francisco, CA (Metropolitan Area)",28940,237.64,312.42,21990,-74.78,-0.2394,6950,0.316
"2,023",3,"33,342","30,559","Milwaukee, WI","Seattle, WA",38510,300.81,388.97,28180,-88.16,-0.2266,10330,0.3666
"2,023",3,"33,342","31,650","Milwaukee, WI","Minneapolis/St. Paul, MN",24660,236.67,300.88,18910,-64.22,-0.2134,5750,0.3041
"2,023",3,"33,342","32,457","Milwaukee, WI","San Francisco, CA (Metropolitan Area)",23310,310.25,397.3,19180,-87.05,-0.2191,4130,0.2153
"2,023",3,"33,495","30,559","New Orleans, LA","Seattle, WA",48530,239.41,310.13,38530,-70.72,-0.228,10000,0.2595
"2,023",3,"33,495","34,492","New Orleans, LA","Raleigh/Durham, NC",27790,148.37,196.49,21270,-48.12,-0.2449,6520,0.3065
