Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax
"2,020",3,"33,667","30,466","Norfolk, VA (Metropolitan Area)","Phoenix, AZ",7840,190.49,322.63,10910,-132.15,-0.4096,-3070,-0.2814
"2,020",3,"33,667","31,123","Norfolk, VA (Metropolitan Area)","St. Louis, MO",6130,152.78,260.69,11270,-107.91,-0.4139,-5140,-0.4561
"2,020",3,"34,100","34,057","Philadelphia, PA","Portland, OR",13850,155.08,282.73,41480,-127.65,-0.4515,-27630,-0.6661
"2,020",3,"34,236","30,559","Paso Robles/San Luis Obispo, CA","Seattle, WA",6750,132.15,221.69,11280,-89.55,-0.4039,-4530,-0.4016
"2,020",3,"34,321","30,852","Portland, ME","Washington, DC (Metropolitan Area)",15430,128.71,217.88,70960,-89.17,-0.4093,-55530,-0.7826
"2,020",3,"34,489","33,570","Bend/Redmond, OR","San Diego, CA",8670,116.72,197.02,8810,-80.3,-0.4076,-140,-0.0159
"2,020",3,"34,492","31,123","Raleigh/Durham, NC","St. Louis, MO",11550,126.39,250.71,26660,-124.32,-0.4959,-15110,-0.5668
"2,020",2,"30,140","30,194","Albuquerque, NM","Dallas/Fort Worth, TX",7490,144.86,243.66,49930,-98.81,-0.4055,-42440,-0.85
"2,020",2,"30,140","30,852","Albuquerque, NM","Washington, DC (Metropolitan Area)",4190,192.09,324.92,55280,-132.84,-0.4088,-51090,-0.9242
"2,020",2,"30,194","31,267","Dallas/Fort Worth, TX","Dayton, OH",3930,188.72,329.35,14080,-140.63,-0.427,-10150,-0.7209
"2,020",2,"30,194","31,481","Dallas/Fort Worth, TX","Panama City, FL",13600,137.93,240.78,24290,-102.85,-0.4271,-10690,-0.4401
"2,020",2,"30,194","34,321","Dallas/Fort Worth, TX","Portland, ME",2660,110.34,319.69,7350,-209.36,-0.6549,-4690,-0.6381
"2,020",2,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)",2950,195.41,342.17,38970,-146.76,-0.4289,-36020,-0.9243
"2,020",2,"30,257","30,977","Albany, NY","Chicago, IL",3670,158.99,271.91,28860,-112.91,-0.4153,-25190,-0.8728
"2,020",2,"30,397","33,244","Atlanta, GA (Metropolitan Area)","Memphis, TN",6620,153.89,268.72,38500,-114.83,-0.4273,-31880,-0.828
"2,020",2,"30,408","30,466","Appleton, WI","Phoenix, AZ",4390,96.71,163.67,12110,-66.96,-0.4091,-7720,-0.6375
"2,020",2,"30,423","30,693","Austin, TX","Nashville, TN",7600,138.34,257.58,40870,-119.24,-0.4629,-33270,-0.814
"2,020",2,"30,423","31,123","Austin, TX","St. Louis, MO",6650,136.06,231.46,32670,-95.39,-0.4121,-26020,-0.7964
"2,020",2,"30,529","32,575","Hartford, CT","Los Angeles, CA (Metropolitan Area)",8440,178.46,353.81,47030,-175.35,-0.4956,-38590,-0.8205
"2,020",2,"30,581","33,195","Bangor, ME","Tampa, FL (Metropolitan Area)",2870,97.05,163.26,14760,-66.22,-0.4056,-11890,-0.8056
"2,020",2,"30,599","30,194","Birmingham, AL","Dallas/Fort Worth, TX",10010,132.51,248.42,42610,-115.91,-0.4666,-32600,-0.7651
"2,020",2,"30,599","32,575","Birmingham, AL","Los Angeles, CA (Metropolitan Area)",6770,171.76,342.2,20870,-170.44,-0.4981,-14100,-0.6756
"2,020",2,"30,693","30,466","Nashville, TN","Phoenix, AZ",15450,160.87,273.62,58440,-112.75,-0.4121,-42990,-0.7356
"2,020",2,"30,693","33,495","Nashville, TN","New Orleans, LA",3740,110.57,213.08,37060,-102.51,-0.4811,-33320,-0.8991
"2,020",2,"30,721","30,194","Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",25380,146.19,244.78,219150,-98.59,-0.4028,-193770,-0.8842
"2,020",2,"30,721","32,467","Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",56730,127.14,214.2,329150,-87.07,-0.4065,-272420,-0.8276
"2,020",2,"30,994","30,693","Charleston, SC","Nashville, TN",3880,133.82,226.2,18790,-92.39,-0.4084,-14910,-0.7935
"2,020",2,"30,994","33,198","Charleston, SC","Kansas City, MO",2560,148.11,278.36,8160,-130.24,-0.4679,-5600,-0.6863
"2,020",2,"31,453","30,693","Houston, TX","Nashville, TN",12870,140.57,239.0,69560,-98.43,-0.4118,-56690,-0.815
"2,020",2,"31,453","31,123","Houston, TX","St. Louis, MO",11480,141.82,256.48,61310,-114.66,-0.4471,-49830,-0.8128
"2,020",2,"31,453","33,158","Houston, TX","Midland/Odessa, TX",9850,176.14,306.06,74800,-129.92,-0.4245,-64950,-0.8683
"2,020",2,"31,453","33,728","Houston, TX","Pensacola, FL",4750,145.38,257.59,13740,-112.21,-0.4356,-8990,-0.6543
"2,020",2,"31,481","31,123","Panama City, FL","St. Louis, MO",5330,123.0,224.96,10130,-101.96,-0.4532,-4800,-0.4738
"2,020",2,"31,703","33,851","New York City, NY (Metropolitan Area)","Oklahoma City, OK",4510,155.61,287.05,30380,-131.44,-0.4579,-25870,-0.8516
"2,020",2,"31,834","32,575","Fayetteville, AR","Los Angeles, CA (Metropolitan Area)",2830,198.38,347.72,19980,-149.34,-0.4295,-17150,-0.8584
"2,020",2,"31,986","32,211","Grand Rapids, MI","Las Vegas, NV",4170,103.76,213.21,26480,-109.45,-0.5134,-22310,-0.8425
"2,020",2,"32,575","30,693","Los Angeles, CA (Metropolitan Area)","Nashville, TN",32200,153.74,261.34,176020,-107.6,-0.4117,-143820,-0.8171
"2,020",2,"32,575","34,027","Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",4000,175.16,364.3,15030,-189.15,-0.5192,-11030,-0.7339
"2,020",2,"33,316","31,454","Omaha, NE","Orlando, FL",3450,124.75,219.53,32310,-94.78,-0.4317,-28860,-0.8932
"2,020",2,"34,100","33,214","Philadelphia, PA","San Antonio, TX",7640,121.64,253.08,34200,-131.44,-0.5194,-26560,-0.7766
"2,020",2,"34,100","34,057","Philadelphia, PA","Portland, OR",4500,183.99,316.37,29660,-132.37,-0.4184,-25160,-0.8483
"2,020",2,"34,236","30,559","Paso Robles/San Luis Obispo, CA","Seattle, WA",2990,118.5,225.74,10770,-107.25,-0.4751,-7780,-0.7224
"2,020",2,"34,321","33,195","Portland, ME","Tampa, FL (Metropolitan Area)",3080,130.3,221.9,13630,-91.61,-0.4128,-10550,-0.774
"2,020",2,"34,492","31,123","Raleigh/Durham, NC","St. Louis, MO",3290,150.76,255.14,28000,-104.38,-0.4091,-24710,-0.8825
"2,020",1,"30,194","31,995","Dallas/Fort Worth, TX","Greensboro/High Point, NC",13630,280.79,356.18,11790,-75.39,-0.2116,1840,0.1561
"2,020",1,"30,397","33,244","Atlanta, GA (Metropolitan Area)","Memphis, TN",32640,225.48,287.64,33000,-62.16,-0.2161,-360,-0.0109
"2,020",1,"30,423","31,295","Austin, TX","Detroit, MI",36110,176.93,232.42,36050,-55.49,-0.2388,60,0.0017
"2,020",1,"30,423","32,575","Austin, TX","Los Angeles, CA (Metropolitan Area)",161660,163.81,204.82,193680,-41.01,-0.2002,-32020,-0.1653
"2,020",1,"30,647","34,986","Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",13180,132.39,176.54,12280,-44.15,-0.2501,900,0.0733
"2,020",1,"30,849","30,559","Bozeman, MT","Seattle, WA",22550,148.95,218.68,14790,-69.73,-0.3189,7760,0.5247
"2,020",1,"30,977","31,650","Chicago, IL","Minneapolis/St. Paul, MN",183880,147.59,198.58,204810,-51.0,-0.2568,-20930,-0.1022
"2,020",1,"30,977","31,834","Chicago, IL","Fayetteville, AR",13970,270.81,389.52,16080,-118.7,-0.3048,-2110,-0.1312
"2,020",1,"30,977","34,492","Chicago, IL","Raleigh/Durham, NC",77690,155.33,194.79,88000,-39.46,-0.2026,-10310,-0.1172
"2,020",1,"31,057","31,295","Charlotte, NC","Detroit, MI",37360,199.75,249.69,41170,-49.95,-0.2,-3810,-0.0925
"2,020",1,"31,057","31,454","Charlotte, NC","Orlando, FL",80440,170.73,238.35,67580,-67.62,-0.2837,12860,0.1903
"2,020",1,"31,057","32,211","Charlotte, NC","Las Vegas, NV",76610,213.95,326.2,52250,-112.25,-0.3441,24360,0.4662
"2,020",1,"31,057","32,467","Charlotte, NC","Miami, FL (Metropolitan Area)",94490,192.37,266.82,76130,-74.45,-0.279,18360,0.2412
"2,020",1,"31,057","34,100","Charlotte, NC","Philadelphia, PA",58210,211.63,292.28,58100,-80.65,-0.2759,110,0.0019
"2,020",1,"31,295","33,198","Detroit, MI","Kansas City, MO",26640,191.38,244.19,27820,-52.81,-0.2163,-1180,-0.0424
"2,020",1,"31,295","34,492","Detroit, MI","Raleigh/Durham, NC",28270,181.66,259.9,28330,-78.24,-0.301,-60,-0.0021
"2,020",1,"31,823","34,082","Fort Wayne, IN","Punta Gorda, FL",19040,92.67,134.98,17640,-42.31,-0.3134,1400,0.0794
"2,020",1,"31,986","34,082","Grand Rapids, MI","Punta Gorda, FL",22810,103.69,137.98,20340,-34.29,-0.2485,2470,0.1214
"2,020",1,"32,337","34,082","Indianapolis, IN","Punta Gorda, FL",15280,86.21,113.39,24780,-27.18,-0.2397,-9500,-0.3834
"2,020",1,"32,337","34,986","Indianapolis, IN","Sarasota/Bradenton, FL",15400,112.66,164.52,12590,-51.86,-0.3152,2810,0.2232
"2,020",1,"33,105","34,082","Cincinnati, OH","Punta Gorda, FL",17720,82.68,107.7,24760,-25.02,-0.2323,-7040,-0.2843
"2,020",1,"33,485","31,454","Madison, WI","Orlando, FL",20030,157.25,198.78,19240,-41.53,-0.2089,790,0.0411
"2,020",1,"34,004","32,575","Everett, WA","Los Angeles, CA (Metropolitan Area)",25010,165.49,266.37,100,-100.88,-0.3787,24910,249.1
"2,020",1,"34,082","34,512","Punta Gorda, FL","Rockford, IL",13320,97.93,125.85,15010,-27.92,-0.2219,-1690,-0.1126
"2,020",1,"34,082","34,696","Punta Gorda, FL","South Bend, IN",15100,93.6,128.63,15460,-35.02,-0.2723,-360,-0.0233
"2,020",1,"34,100","34,492","Philadelphia, PA","Raleigh/Durham, NC",49060,168.64,224.37,52510,-55.72,-0.2484,-3450,-0.0657
"2,019",4,"30,198","34,492","Pittsburgh, PA","Raleigh/Durham, NC",20930,181.35,237.08,17680,-55.73,-0.2351,3250,0.1838
"2,019",4,"30,423","30,977","Austin, TX","Chicago, IL",171550,181.8,231.47,139730,-49.67,-0.2146,31820,0.2277
"2,019",4,"30,423","31,295","Austin, TX","Detroit, MI",54510,190.36,244.78,41670,-54.41,-0.2223,12840,0.3081
"2,019",4,"30,599","34,100","Birmingham, AL","Philadelphia, PA",18740,247.72,309.72,13060,-62.0,-0.2002,5680,0.4349
"2,019",4,"30,615","33,570","El Paso, TX","San Diego, CA",24090,133.49,189.77,14550,-56.28,-0.2966,9540,0.6557
"2,019",4,"30,977","31,650","Chicago, IL","Minneapolis/St. Paul, MN",289430,143.75,188.74,264600,-44.99,-0.2384,24830,0.0938
"2,019",4,"30,977","34,492","Chicago, IL","Raleigh/Durham, NC",144890,141.85,193.58,131520,-51.73,-0.2672,13370,0.1017
"2,019",4,"31,057","31,295","Charlotte, NC","Detroit, MI",62160,183.5,232.78,51500,-49.28,-0.2117,10660,0.207
"2,019",4,"31,057","31,454","Charlotte, NC","Orlando, FL",100680,158.42,232.99,62630,-74.57,-0.32,38050,0.6075
"2,019",4,"31,057","32,211","Charlotte, NC","Las Vegas, NV",84060,224.02,317.61,51970,-93.59,-0.2947,32090,0.6175
"2,019",4,"31,057","32,467","Charlotte, NC","Miami, FL (Metropolitan Area)",124110,180.68,260.84,79160,-80.16,-0.3073,44950,0.5678
"2,019",4,"31,295","31,136","Detroit, MI","Jacksonville, FL",33500,165.63,211.89,22200,-46.26,-0.2183,11300,0.509
"2,019",4,"31,295","34,492","Detroit, MI","Raleigh/Durham, NC",49210,176.8,222.74,40270,-45.95,-0.2063,8940,0.222
"2,019",4,"31,637","30,466","Fargo, ND","Phoenix, AZ",30040,127.94,174.01,20080,-46.07,-0.2647,9960,0.496
"2,019",4,"31,650","33,192","Minneapolis/St. Paul, MN","Sacramento, CA",37870,220.37,284.8,26550,-64.42,-0.2262,11320,0.4264
"2,019",4,"31,650","33,214","Minneapolis/St. Paul, MN","San Antonio, TX",39220,180.33,248.44,29040,-68.11,-0.2742,10180,0.3506
"2,019",4,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",81420,183.53,254.29,67000,-70.76,-0.2783,14420,0.2152
"2,019",4,"34,100","34,492","Philadelphia, PA","Raleigh/Durham, NC",78560,167.89,223.54,63350,-55.65,-0.249,15210,0.2401
"2,019",4,"34,986","30,852","Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",26640,209.39,284.96,12670,-75.58,-0.2652,13970,1.1026
"2,019",3,"30,198","34,492","Pittsburgh, PA","Raleigh/Durham, NC",20110,175.3,232.68,8330,-57.38,-0.2466,11780,1.4142
"2,019",3,"30,325","31,871","Denver, CO","Greenville/Spartanburg, SC",22130,176.1,244.25,12000,-68.14,-0.279,10130,0.8442
"2,019",3,"30,325","33,667","Denver, CO","Norfolk, VA (Metropolitan Area)",31630,209.01,264.47,25140,-55.46,-0.2097,6490,0.2582
"2,019",3,"30,325","34,689","Denver, CO","Santa Barbara, CA",21170,186.56,243.13,13540,-56.56,-0.2326,7630,0.5635
"2,019",3,"30,423","30,852","Austin, TX","Washington, DC (Metropolitan Area)",146700,229.74,287.26,109050,-57.52,-0.2002,37650,0.3452
"2,019",3,"30,423","30,977","Austin, TX","Chicago, IL",175610,175.76,221.64,130860,-45.88,-0.207,44750,0.342
"2,019",3,"30,529","34,492","Hartford, CT","Raleigh/Durham, NC",23040,164.57,206.18,17800,-41.62,-0.2018,5240,0.2944
"2,019",3,"30,615","32,457","El Paso, TX","San Francisco, CA (Metropolitan Area)",22460,181.28,246.23,16580,-64.95,-0.2638,5880,0.3546
"2,019",3,"30,615","33,570","El Paso, TX","San Diego, CA",29670,125.89,167.16,16410,-41.27,-0.2469,13260,0.808
"2,019",3,"30,977","34,492","Chicago, IL","Raleigh/Durham, NC",159410,133.66,203.11,116590,-69.45,-0.3419,42820,0.3673
"2,019",3,"30,994","34,100","Charleston, SC","Philadelphia, PA",29780,182.69,250.57,22800,-67.88,-0.2709,6980,0.3061
"2,019",3,"31,057","31,295","Charlotte, NC","Detroit, MI",63520,190.34,243.25,47830,-52.91,-0.2175,15690,0.328
"2,019",3,"31,057","31,454","Charlotte, NC","Orlando, FL",94530,145.14,226.52,54920,-81.38,-0.3592,39610,0.7212
"2,019",3,"31,057","32,467","Charlotte, NC","Miami, FL (Metropolitan Area)",99640,194.1,269.6,63900,-75.5,-0.28,35740,0.5593
"2,019",3,"31,295","31,136","Detroit, MI","Jacksonville, FL",29080,148.73,258.12,17310,-109.39,-0.4238,11770,0.68
"2,019",3,"31,295","34,492","Detroit, MI","Raleigh/Durham, NC",51630,158.42,219.49,39760,-61.07,-0.2782,11870,0.2985
"2,019",3,"31,453","33,044","Houston, TX","Louisville, KY",28480,193.47,242.4,20080,-48.93,-0.2019,8400,0.4183
"2,019",3,"31,650","31,123","Minneapolis/St. Paul, MN","St. Louis, MO",73180,181.38,235.45,61080,-54.07,-0.2297,12100,0.1981
"2,019",3,"31,650","33,214","Minneapolis/St. Paul, MN","San Antonio, TX",34520,177.89,237.88,27620,-59.99,-0.2522,6900,0.2498
"2,019",3,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",97400,181.39,259.22,74110,-77.83,-0.3002,23290,0.3143
"2,019",3,"31,703","30,198","New York City, NY (Metropolitan Area)","Pittsburgh, PA",139830,210.3,266.71,113490,-56.41,-0.2115,26340,0.2321
"2,019",3,"31,703","32,323","New York City, NY (Metropolitan Area)","Wilmington, NC",30050,202.93,255.27,18700,-52.34,-0.205,11350,0.607
"2,019",3,"34,100","34,492","Philadelphia, PA","Raleigh/Durham, NC",78470,154.36,215.92,55170,-61.56,-0.2851,23300,0.4223
"2,019",3,"34,100","34,685","Philadelphia, PA","Savannah, GA",23030,173.03,227.54,15420,-54.51,-0.2396,7610,0.4935
"2,019",3,"34,492","33,195","Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",60730,133.1,173.32,47560,-40.22,-0.232,13170,0.2769
"2,019",2,"30,194","33,044","Dallas/Fort Worth, TX","Louisville, KY",38690,246.33,313.5,28840,-67.17,-0.2142,9850,0.3415
"2,019",2,"30,198","30,559","Pittsburgh, PA","Seattle, WA",34100,258.47,319.07,23420,-60.6,-0.1899,10680,0.456
"2,019",2,"30,325","30,615","Denver, CO","El Paso, TX",20310,161.97,195.67,15200,-33.7,-0.1722,5110,0.3362
"2,019",2,"30,325","33,495","Denver, CO","New Orleans, LA",78010,178.11,210.96,78130,-32.85,-0.1557,-120,-0.0015
"2,019",2,"30,325","33,667","Denver, CO","Norfolk, VA (Metropolitan Area)",27270,224.71,301.47,21040,-76.76,-0.2546,6230,0.2961
"2,019",2,"30,397","30,693","Atlanta, GA (Metropolitan Area)","Nashville, TN",52340,161.85,312.48,24590,-150.63,-0.482,27750,1.1285
"2,019",2,"30,431","32,467","Asheville, NC","Miami, FL (Metropolitan Area)",31420,99.85,120.81,28380,-20.96,-0.1735,3040,0.1071
"2,019",2,"30,466","30,559","Phoenix, AZ","Seattle, WA",287290,155.06,185.11,268270,-30.05,-0.1623,19020,0.0709
"2,019",2,"30,559","30,436","Seattle, WA","Tucson, AZ",36510,184.15,226.84,29510,-42.69,-0.1882,7000,0.2372
"2,019",2,"30,615","32,457","El Paso, TX","San Francisco, CA (Metropolitan Area)",22450,188.66,252.22,16450,-63.57,-0.252,6000,0.3647
"2,019",2,"30,615","33,570","El Paso, TX","San Diego, CA",27010,121.33,161.6,16850,-40.26,-0.2492,10160,0.603
"2,019",2,"30,647","33,570","Cleveland, OH (Metropolitan Area)","San Diego, CA",28410,237.28,289.3,24140,-52.02,-0.1798,4270,0.1769
"2,019",2,"30,647","34,986","Cleveland, OH (Metropolitan Area)","Sarasota/Bradenton, FL",20710,136.86,224.36,7610,-87.5,-0.39,13100,1.7214
"2,019",2,"30,849","32,575","Bozeman, MT","Los Angeles, CA (Metropolitan Area)",20740,206.92,274.75,13040,-67.83,-0.2469,7700,0.5905
"2,019",2,"30,977","31,423","Chicago, IL","Des Moines, IA",29750,219.68,264.43,22810,-44.76,-0.1692,6940,0.3042
"2,019",2,"30,977","34,492","Chicago, IL","Raleigh/Durham, NC",151920,158.58,202.46,124560,-43.88,-0.2168,27360,0.2196
"2,019",2,"31,066","31,453","Columbus, OH","Houston, TX",43770,220.79,265.94,35190,-45.15,-0.1698,8580,0.2438
"2,019",2,"31,136","32,211","Jacksonville, FL","Las Vegas, NV",30530,229.25,276.62,22470,-47.36,-0.1712,8060,0.3587
"2,019",2,"31,295","31,136","Detroit, MI","Jacksonville, FL",31170,170.25,263.97,18740,-93.71,-0.355,12430,0.6633
"2,019",2,"31,295","34,492","Detroit, MI","Raleigh/Durham, NC",41030,196.32,256.71,35410,-60.39,-0.2352,5620,0.1587
"2,019",2,"31,453","32,896","Houston, TX","Lubbock, TX",25260,190.31,236.92,19160,-46.61,-0.1968,6100,0.3184
"2,019",2,"31,453","33,044","Houston, TX","Louisville, KY",31080,211.96,278.21,18730,-66.26,-0.2382,12350,0.6594
"2,019",2,"31,453","33,192","Houston, TX","Sacramento, CA",43500,250.79,302.89,31620,-52.11,-0.172,11880,0.3757
"2,019",2,"31,454","34,321","Orlando, FL","Portland, ME",23440,177.08,217.21,19260,-40.12,-0.1847,4180,0.217
"2,019",2,"31,454","35,096","Orlando, FL","Syracuse, NY",37190,166.15,206.8,31820,-40.66,-0.1966,5370,0.1688
"2,019",2,"31,637","30,466","Fargo, ND","Phoenix, AZ",22140,130.17,180.07,16220,-49.9,-0.2771,5920,0.365
"2,019",2,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",86890,208.85,257.03,68000,-48.18,-0.1874,18890,0.2778
"2,019",2,"31,703","30,198","New York City, NY (Metropolitan Area)","Pittsburgh, PA",143350,221.22,261.88,121910,-40.65,-0.1552,21440,0.1759
"2,019",2,"31,986","33,195","Grand Rapids, MI","Tampa, FL (Metropolitan Area)",34450,125.67,158.75,31660,-33.07,-0.2084,2790,0.0881
"2,019",2,"33,851","30,852","Oklahoma City, OK","Washington, DC (Metropolitan Area)",55650,223.79,266.06,46270,-42.27,-0.1589,9380,0.2027
"2,019",2,"34,057","33,214","Portland, OR","San Antonio, TX",20760,211.15,255.28,14500,-44.13,-0.1729,6260,0.4317
"2,019",2,"34,986","30,852","Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",19650,211.14,263.52,13200,-52.38,-0.1988,6450,0.4886
"2,019",2,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)",43630,183.26,218.83,34720,-35.57,-0.1626,8910,0.2566
"2,019",2,"35,412","33,195","Knoxville, TN","Tampa, FL (Metropolitan Area)",22030,109.73,132.28,16370,-22.55,-0.1704,5660,0.3458
"2,019",1,"30,194","31,714","Dallas/Fort Worth, TX","Fort Myers, FL",38840,233.49,307.13,26720,-73.63,-0.2398,12120,0.4536
"2,019",1,"30,198","30,559","Pittsburgh, PA","Seattle, WA",20540,217.01,305.53,13760,-88.51,-0.2897,6780,0.4927
"2,019",1,"30,325","33,667","Denver, CO","Norfolk, VA (Metropolitan Area)",16260,218.71,290.97,12480,-72.26,-0.2483,3780,0.3029
"2,019",1,"30,397","30,693","Atlanta, GA (Metropolitan Area)","Nashville, TN",47370,153.59,316.62,23170,-163.03,-0.5149,24200,1.0444
"2,019",1,"30,559","30,436","Seattle, WA","Tucson, AZ",45770,155.8,206.38,35750,-50.59,-0.2451,10020,0.2803
"2,019",1,"30,599","30,325","Birmingham, AL","Denver, CO",17640,245.06,307.34,10670,-62.27,-0.2026,6970,0.6532
"2,019",1,"30,627","30,466","Bismarck/Mandan, ND","Phoenix, AZ",27080,116.67,168.4,19040,-51.73,-0.3072,8040,0.4223
"2,019",1,"30,721","31,650","Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",98850,157.8,287.57,89000,-129.77,-0.4513,9850,0.1107
"2,019",1,"30,721","34,576","Boston, MA (Metropolitan Area)","Rochester, NY",21380,119.9,225.25,11230,-105.35,-0.4677,10150,0.9038
"2,019",1,"30,849","30,325","Bozeman, MT","Denver, CO",17290,195.48,285.85,12580,-90.37,-0.3162,4710,0.3744
"2,019",1,"30,977","34,262","Chicago, IL","Palm Springs, CA",39680,253.0,328.92,28420,-75.92,-0.2308,11260,0.3962
"2,019",1,"30,977","34,685","Chicago, IL","Savannah, GA",18330,239.97,311.72,6020,-71.75,-0.2302,12310,2.0448
"2,019",1,"31,066","31,453","Columbus, OH","Houston, TX",33590,219.58,322.9,25270,-103.32,-0.32,8320,0.3292
"2,019",1,"31,136","32,211","Jacksonville, FL","Las Vegas, NV",26020,226.86,294.35,18640,-67.49,-0.2293,7380,0.3959
"2,019",1,"31,295","31,136","Detroit, MI","Jacksonville, FL",31170,168.5,260.15,16530,-91.65,-0.3523,14640,0.8857
"2,019",1,"31,453","32,896","Houston, TX","Lubbock, TX",24950,185.11,231.69,18170,-46.58,-0.201,6780,0.3731
"2,019",1,"31,453","33,044","Houston, TX","Louisville, KY",23340,200.36,318.93,12440,-118.58,-0.3718,10900,0.8762
"2,019",1,"31,453","33,192","Houston, TX","Sacramento, CA",34330,243.44,327.64,24880,-84.19,-0.257,9450,0.3798
"2,019",1,"31,453","33,667","Houston, TX","Norfolk, VA (Metropolitan Area)",16900,237.95,301.62,12810,-63.67,-0.2111,4090,0.3193
"2,019",1,"31,453","34,100","Houston, TX","Philadelphia, PA",69460,283.48,357.08,60550,-73.6,-0.2061,8910,0.1472
"2,019",1,"31,454","33,192","Orlando, FL","Sacramento, CA",39160,230.2,289.45,25700,-59.25,-0.2047,13460,0.5237
"2,019",1,"31,454","34,524","Orlando, FL","Richmond, VA",49560,141.71,180.58,38960,-38.87,-0.2152,10600,0.2721
"2,019",1,"31,637","30,466","Fargo, ND","Phoenix, AZ",36070,147.04,209.61,28210,-62.57,-0.2985,7860,0.2786
"2,019",1,"31,650","34,100","Minneapolis/St. Paul, MN","Philadelphia, PA",46400,267.75,340.35,55100,-72.6,-0.2133,-8700,-0.1579
"2,019",1,"31,714","30,466","Fort Myers, FL","Phoenix, AZ",21340,234.22,306.14,14780,-71.92,-0.2349,6560,0.4438
"2,019",1,"31,714","31,453","Fort Myers, FL","Houston, TX",17150,254.82,318.56,12840,-63.73,-0.2001,4310,0.3357
"2,019",1,"31,714","33,485","Fort Myers, FL","Madison, WI",19430,181.04,265.92,7360,-84.88,-0.3192,12070,1.64
"2,019",1,"31,986","30,466","Grand Rapids, MI","Phoenix, AZ",41210,182.92,244.09,23530,-61.18,-0.2506,17680,0.7514
"2,019",1,"32,211","33,667","Las Vegas, NV","Norfolk, VA (Metropolitan Area)",24320,223.33,287.04,16280,-63.71,-0.222,8040,0.4939
"2,019",1,"33,105","33,570","Cincinnati, OH","San Diego, CA",20560,209.95,267.63,14580,-57.68,-0.2155,5980,0.4102
"2,019",1,"33,304","30,466","Minot, ND","Phoenix, AZ",17210,123.33,159.79,14730,-36.45,-0.2281,2480,0.1684
"2,019",1,"33,342","33,570","Milwaukee, WI","San Diego, CA",21950,201.66,257.7,16220,-56.04,-0.2174,5730,0.3533
"2,019",1,"33,485","30,466","Madison, WI","Phoenix, AZ",22560,239.17,349.07,8380,-109.9,-0.3148,14180,1.6921
"2,019",1,"33,851","30,852","Oklahoma City, OK","Washington, DC (Metropolitan Area)",35560,219.66,276.16,30210,-56.5,-0.2046,5350,0.1771
"2,019",1,"34,252","30,559","Pasco/Kennewick/Richland, WA","Seattle, WA",23350,123.53,158.53,17200,-35.0,-0.2208,6150,0.3576
"2,019",1,"34,262","34,057","Palm Springs, CA","Portland, OR",55350,171.97,219.37,35520,-47.4,-0.2161,19830,0.5583
"2,019",1,"34,321","33,195","Portland, ME","Tampa, FL (Metropolitan Area)",18180,159.31,200.33,13210,-41.02,-0.2048,4970,0.3762
"2,019",1,"34,492","33,214","Raleigh/Durham, NC","San Antonio, TX",20760,182.32,272.15,14150,-89.83,-0.3301,6610,0.4671
"2,018",4,"30,279","31,453","Amarillo, TX","Houston, TX",18360,186.02,273.26,13340,-87.23,-0.3192,5020,0.3763
"2,018",4,"30,397","30,693","Atlanta, GA (Metropolitan Area)","Nashville, TN",50810,149.11,299.27,23980,-150.15,-0.5017,26830,1.1188
"2,018",4,"30,423","31,066","Austin, TX","Columbus, OH",21270,197.21,256.21,14820,-59.0,-0.2303,6450,0.4352
"2,018",4,"30,599","30,325","Birmingham, AL","Denver, CO",19240,229.41,313.88,14720,-84.47,-0.2691,4520,0.3071
"2,018",4,"30,647","33,342","Cleveland, OH (Metropolitan Area)","Milwaukee, WI",21000,123.03,156.37,18500,-33.34,-0.2132,2500,0.1351
"2,018",4,"30,721","31,650","Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",162070,170.91,248.76,123060,-77.85,-0.3129,39010,0.317
"2,018",4,"30,792","30,325","Buffalo, NY","Denver, CO",19760,188.94,258.44,14420,-69.5,-0.2689,5340,0.3703
"2,018",4,"30,977","34,685","Chicago, IL","Savannah, GA",22380,228.48,334.06,13470,-105.58,-0.316,8910,0.6615
"2,018",4,"30,994","30,325","Charleston, SC","Denver, CO",22910,213.71,283.09,15240,-69.38,-0.2451,7670,0.5033
"2,018",4,"31,066","31,453","Columbus, OH","Houston, TX",42310,208.71,305.42,29450,-96.71,-0.3166,12860,0.4367
